year,fossil_emissions_mt,electricity_emissions_mt,total_emissions_mt,grid_ef_tco2_per_mwh,n_facilities_active,n_facilities_retired,remaining_capacity_fraction,capacity_multiplier,total_capacity_kt
2025,57.82112069636608,8.372000000000002,66.19312069636608,0.436,248,0,1.0,1.0,100066.0
2026,56.0864870754751,7.796751431192663,63.88323850666776,0.4186,248,0,1.0,0.97,97064.02
2027,54.58313793736957,7.272364682568808,61.855502619938385,0.4012,248,0,1.0,0.944,94462.30399999999
2028,53.0219676785677,6.757982089908258,59.77994976847596,0.3838,248,0,1.0,0.917,91760.522
2029,51.51861854046218,6.268677093577984,57.78729563404016,0.3664,248,0,1.0,0.891,89158.806
2030,50.59348060932032,5.863760321100918,56.45724093042124,0.349,248,0,1.0,0.875,87557.75
2031,49.090131471214804,5.462920098165139,54.55305156937994,0.3351,248,0,1.0,0.849,84956.034
2032,47.586782333109284,5.07595896146789,52.662741294577174,0.3212,248,0,1.0,0.823,82354.318
2033,46.083433195003764,4.702876911009176,50.78631010601294,0.3073,248,0,1.0,0.797,79752.602
2034,44.580084056898244,4.343673946788992,48.92375800368724,0.2934,248,0,1.0,0.771,77150.886
2035,43.712767246452756,4.057386110091745,47.7701533565445,0.2795,248,0,1.0,0.756,75649.896
2036,42.209418108347236,3.526762605504588,45.73618071385183,0.2516,248,0,1.0,0.73,73048.18
2037,40.706068970241716,3.022645313761468,43.72871428400318,0.2236,248,0,1.0,0.704,70446.46399999999
2038,39.20271983213621,2.547787777981652,41.750507610117864,0.1957,248,0,1.0,0.678,67844.748
2039,37.69937069403069,2.1007882642201845,39.800158958250876,0.1678,248,0,1.0,0.652,65243.032
2040,34.692672417819644,1.6106499082568813,36.30332232607653,0.1398,248,0,1.0,0.6,60039.6
2041,34.692672417819644,1.4505066055045877,36.14317902332424,0.1259,248,0,1.0,0.6,60039.6
2042,34.692672417819644,1.2892111926605507,35.981883610480196,0.1119,248,0,1.0,0.6,60039.6
2043,34.692672417819644,1.1279157798165138,35.820588197636155,0.0979,248,0,1.0,0.6,60039.6
2044,34.692672417819644,0.9677724770642204,35.66044489488387,0.084,248,0,1.0,0.6,60039.6
2045,34.692672417819644,0.8064770642201836,35.499149482039826,0.07,248,0,1.0,0.6,60039.6
2046,34.692672417819644,0.6451816513761469,35.33785406919579,0.056,248,0,1.0,0.6,60039.6
2047,34.692672417819644,0.4838862385321102,35.17655865635176,0.042,248,0,1.0,0.6,60039.6
2048,34.692672417819644,0.32259082568807346,35.01526324350772,0.028,248,0,1.0,0.6,60039.6
2049,34.692672417819644,0.16129541284403673,34.853967830663684,0.014,248,0,1.0,0.6,60039.6
2050,34.692672417819644,0.0,34.692672417819644,0.0,248,0,1.0,0.6,60039.6
