Year,Total_CAPEX_Million_USD,Total_Annual_Cost_Million_USD,Total_Abatement_ktCO2,Avg_LCOA_USD_per_tCO2,Regional_Investment,Technology_Investment
2030,181397.8971,16925.111492842545,6149.0575813965115,2752.4724348082436,"{'CAPEX_Million_USD': {'Ulsan': 71595.0, 'Yeosu': 109802.8971}, 'AnnualCost_USD': {'Ulsan': 6678751186.2256565, 'Yeosu': 10246360306.61689}, 'AbatementAchieved_ktCO2': {'Ulsan': 2505.5696500000004, 'Yeosu': 3643.4879313965107}}","{'CAPEX_Million_USD': {'Heat pump': 181397.8971}, 'AnnualCost_USD': {'Heat pump': 16925111492.842546}, 'AbatementAchieved_ktCO2': {'Heat pump': 6149.0575813965115}}"
