Company,Facilities_Count,Total_Investment_Billion_USD,Recommended_Support_Tier,Government_Support_Cost_Million_USD,Jobs_Created,Emission_Reduction_Mt,Carbon_Value_25yr_Million_USD,Health_Benefits_25yr_Million_USD,Local_Economic_Impact_Billion_USD,Support_Efficiency_USD_per_tCO2,ROI_Ratio
LG Chem,67,3.3606612688793254,Full Support,2016.3967613275952,23729.045533180833,18.33204677906283,45.83011694765707,11.457529236914267,6.049190283982786,109992.99672475948,0.028410899721368905
Lotte Chemical,52,2.2182938532921397,Full Support,1330.9763119752836,15722.160589222754,12.495396646154067,31.23849161538517,7.809622903846292,3.992928935925852,106517.33191558527,0.029337948517867078
SK Chemicals,37,1.1352918436990673,Moderate Support,397.35214529467356,8079.159851360525,6.602648549545287,16.50662137386322,4.126655343465805,2.0435253186583213,60180.72025385003,0.05192692920288005
Hanwha Solutions,31,0.6110395726469049,Moderate Support,213.86385042641672,4413.649600087021,3.975096683131334,9.937741707828335,2.484435426957084,1.0998712307644287,53800.917933384226,0.058084510823204635
HD Hyundai Chemical,18,0.38834840990133324,Minimal Support,38.83484099013332,2758.7642165090765,2.2461636021959404,5.61540900548985,1.4038522513724625,0.6990271378223999,17289.408906887642,0.1807464914983347
Kumho Petrochemical,16,0.35529035120629393,Minimal Support,35.529035120629395,2532.779268799187,2.118965705429465,5.297414263573662,1.3243535658934156,0.6395226321713291,16767.15910483718,0.18637623585849222
OCI Company,10,0.05885761141134591,No Support,0.0,445.7027110757267,0.5115477717947872,1.2788694294869678,0.31971735737174195,0.10594370054042265,0.0,0.0
Other Companies,6,0.055246394474222464,No Support,0.0,407.9493181438535,0.4238951859761607,1.0597379649404017,0.26493449123510043,0.09944351005360044,0.0,0.0
