FacilityID,Company,Process,Capacity_kt,Baseline_Emissions_kt,Total_Reduction_Potential_kt,Final_Emissions_kt,Reduction_Percent,Technologies_Count,Technologies_Applied,Reduction_Category
롯데케미칼_대산_Ethylene_1991,Other Companies,Naphtha Cracker,1100.0,1308.8088206914956,959.2730612292686,349.535759462227,73.2935969,6,Energy Efficiency - NCC (10.0%); Solar PV Systems (28.6%); Wind Power PPAs (45.9%),60-80%
SK지오센트릭_울산_벤젠_1972,Other Companies,BTX Plant,603.0,194.86963860133463,162.31393125708246,32.55570734425217,83.2935969,6,Energy Efficiency - BTX (20.0%); Solar PV Systems (28.6%); Wind Power PPAs (45.9%),80-100%
울산아로마틱스_울산_벤젠_2014,Other Companies,BTX Plant,600.0,193.90013791177577,161.50639926077858,32.39373865099719,83.2935969,6,Energy Efficiency - BTX (20.0%); Solar PV Systems (28.6%); Wind Power PPAs (45.9%),80-100%
SK인천석유화학_인천_벤젠_2006,Other Companies,BTX Plant,600.0,193.90013791177577,161.50639926077858,32.39373865099719,83.2935969,6,Energy Efficiency - BTX (20.0%); Solar PV Systems (28.6%); Wind Power PPAs (45.9%),80-100%
OCI_광양_톨루엔_1995,OCI Company,BTX Plant,40.0,22.874800726325457,19.0532443086638,3.8215564176616574,83.29359690000001,6,Energy Efficiency - BTX (20.0%); Solar PV Systems (28.6%); Wind Power PPAs (45.9%),80-100%
롯데케미칼_대산_톨루엔_2011,Other Companies,BTX Plant,120.0,68.62440217897637,57.1597329259914,11.464669252984969,83.29359690000001,6,Energy Efficiency - BTX (20.0%); Solar PV Systems (28.6%); Wind Power PPAs (45.9%),80-100%
LG화학_대산_톨루엔_2011,Other Companies,BTX Plant,100.0,57.18700181581364,47.63311077165949,9.553891044154149,83.2935969,6,Energy Efficiency - BTX (20.0%); Solar PV Systems (28.6%); Wind Power PPAs (45.9%),80-100%
롯데케미칼_여수_톨루엔_1992,Other Companies,BTX Plant,220.0,125.81140399479,104.79284369765088,21.018560297139118,83.2935969,6,Energy Efficiency - BTX (20.0%); Solar PV Systems (28.6%); Wind Power PPAs (45.9%),80-100%
LG화학_여수_톨루엔_1992,Other Companies,BTX Plant,112.0,64.04944203371127,53.34908406425862,10.700357969452654,83.29359689999998,6,Energy Efficiency - BTX (20.0%); Solar PV Systems (28.6%); Wind Power PPAs (45.9%),80-100%
여천NCC_여수_톨루엔_1979,Other Companies,BTX Plant,282.0,161.26734512059448,134.32537237607977,26.941972744514715,83.29359689999998,6,Energy Efficiency - BTX (20.0%); Solar PV Systems (28.6%); Wind Power PPAs (45.9%),80-100%
GS칼텍스_여수_톨루엔_1990,Other Companies,BTX Plant,170.0,97.21790308688318,80.97628831182114,16.241614775062047,83.2935969,6,Energy Efficiency - BTX (20.0%); Solar PV Systems (28.6%); Wind Power PPAs (45.9%),80-100%
대한유화_온산_톨루엔_2008,Other Companies,BTX Plant,78.0,44.60586141633464,37.1538264018944,7.452035014440241,83.29359689999998,6,Energy Efficiency - BTX (20.0%); Solar PV Systems (28.6%); Wind Power PPAs (45.9%),80-100%
S-Oil_온산_톨루엔_1991,Other Companies,BTX Plant,300.0,171.5610054474409,142.89933231497844,28.661673132462454,83.29359689999998,6,Energy Efficiency - BTX (20.0%); Solar PV Systems (28.6%); Wind Power PPAs (45.9%),80-100%
SK지오센트릭_울산_톨루엔_2070,Other Companies,BTX Plant,1506.0,861.2362473461536,717.3546482211921,143.88159912496155,83.29359689999998,6,Energy Efficiency - BTX (20.0%); Solar PV Systems (28.6%); Wind Power PPAs (45.9%),80-100%
롯데케미칼_대산_자일렌_2011,Other Companies,BTX Plant,60.0,21.565424611481426,17.96261784566073,3.602806765820695,83.2935969,6,Energy Efficiency - BTX (20.0%); Solar PV Systems (28.6%); Wind Power PPAs (45.9%),80-100%
HD현대케미칼_대산_자일렌_2016,Other Companies,BTX Plant,1350.0,485.2220537583319,404.1589015273663,81.06315223096561,83.2935969,6,Energy Efficiency - BTX (20.0%); Solar PV Systems (28.6%); Wind Power PPAs (45.9%),80-100%
롯데케미칼_여수_자일렌_1992,Other Companies,BTX Plant,79.0,28.394475738450534,23.650780163453287,4.743695574997247,83.2935969,6,Energy Efficiency - BTX (20.0%); Solar PV Systems (28.6%); Wind Power PPAs (45.9%),80-100%
LG화학_여수_자일렌_1992,Other Companies,BTX Plant,60.0,21.565424611481426,17.96261784566073,3.602806765820695,83.2935969,6,Energy Efficiency - BTX (20.0%); Solar PV Systems (28.6%); Wind Power PPAs (45.9%),80-100%
여천NCC_여수_자일렌_1979,Other Companies,BTX Plant,204.0,73.32244367903682,61.07290067524646,12.249543003790365,83.2935969,6,Energy Efficiency - BTX (20.0%); Solar PV Systems (28.6%); Wind Power PPAs (45.9%),80-100%
GS칼텍스_여수_자일렌_1990,Other Companies,BTX Plant,350.0,125.79831023364156,104.78193743302084,21.016372800620715,83.2935969,6,Energy Efficiency - BTX (20.0%); Solar PV Systems (28.6%); Wind Power PPAs (45.9%),80-100%
대한유화_온산_자일렌_2008,Other Companies,BTX Plant,47.0,16.892915945660448,14.070717312434237,2.8221986332262112,83.2935969,6,Energy Efficiency - BTX (20.0%); Solar PV Systems (28.6%); Wind Power PPAs (45.9%),80-100%
S-Oil_온산_자일렌_1991,Other Companies,BTX Plant,450.0,161.74068458611063,134.7196338424554,27.021050743655223,83.29359689999998,6,Energy Efficiency - BTX (20.0%); Solar PV Systems (28.6%); Wind Power PPAs (45.9%),80-100%
SK지오센트릭_울산_자일렌_2070,Other Companies,BTX Plant,894.0,321.3248267110731,267.6430059003448,53.68182081072831,83.29359690000001,6,Energy Efficiency - BTX (20.0%); Solar PV Systems (28.6%); Wind Power PPAs (45.9%),80-100%
롯데케미칼_울산_O-X_1980,Other Companies,BTX Plant,210.0,214.40941266163108,178.58931189803656,35.820100763594525,83.2935969,6,Energy Efficiency - BTX (20.0%); Solar PV Systems (28.6%); Wind Power PPAs (45.9%),80-100%
SK지오센트릭_울산_O-X_1990,Other Companies,BTX Plant,200.0,204.19944063012483,170.08505895051096,34.11438167961387,83.29359689999998,6,Energy Efficiency - BTX (20.0%); Solar PV Systems (28.6%); Wind Power PPAs (45.9%),80-100%
롯데케미칼_울산_M-X_1998,Other Companies,BTX Plant,360.0,418.6088532917559,348.6743708485475,69.93448244320842,83.29359689999998,6,Energy Efficiency - BTX (20.0%); Solar PV Systems (28.6%); Wind Power PPAs (45.9%),80-100%
HD현대오일뱅크_대산_P-X_1997,Other Companies,BTX Plant,1460.0,792.9902651791926,660.5101149345977,132.48015024459494,83.29359689999998,6,Energy Efficiency - BTX (20.0%); Solar PV Systems (28.6%); Wind Power PPAs (45.9%),80-100%
한화토탈에너지스_대산_P-X_1997,Other Companies,BTX Plant,2000.0,1086.288034492045,904.8083766227369,181.47965786930808,83.2935969,6,Energy Efficiency - BTX (20.0%); Solar PV Systems (28.6%); Wind Power PPAs (45.9%),80-100%
GS칼텍스_여수_P-X_1990,Other Companies,BTX Plant,1350.0,733.2444232821302,610.7456542203474,122.49876906178281,83.29359690000001,6,Energy Efficiency - BTX (20.0%); Solar PV Systems (28.6%); Wind Power PPAs (45.9%),80-100%
S-Oil_온산_P-X_1997,Other Companies,BTX Plant,1900.0,1031.9736327674427,859.5679577916001,172.40567497584266,83.2935969,6,Energy Efficiency - BTX (20.0%); Solar PV Systems (28.6%); Wind Power PPAs (45.9%),80-100%
롯데케미칼_울산_P-X_1980,Other Companies,BTX Plant,750.0,407.35801293451686,339.30314123352633,68.05487170099053,83.2935969,6,Energy Efficiency - BTX (20.0%); Solar PV Systems (28.6%); Wind Power PPAs (45.9%),80-100%
SK지오센트릭_울산_P-X_1990,Other Companies,BTX Plant,830.0,450.8095343141986,375.49547629843573,75.31405801576284,83.2935969,6,Energy Efficiency - BTX (20.0%); Solar PV Systems (28.6%); Wind Power PPAs (45.9%),80-100%
울산아로마틱스_울산_P-X_2014,Other Companies,BTX Plant,1000.0,543.1440172460224,452.40418831136833,90.73982893465404,83.2935969,6,Energy Efficiency - BTX (20.0%); Solar PV Systems (28.6%); Wind Power PPAs (45.9%),80-100%
SK인천석유화학_인천_P-X_2014,Other Companies,BTX Plant,1500.0,814.7160258690337,678.6062824670527,136.10974340198106,83.2935969,6,Energy Efficiency - BTX (20.0%); Solar PV Systems (28.6%); Wind Power PPAs (45.9%),80-100%
SK지오센트릭_울산_C-H_1974,Other Companies,Naphtha Cracker,160.0,64.14829045259394,47.01658942256539,17.13170103002855,73.2935969,6,Energy Efficiency - NCC (10.0%); Solar PV Systems (28.6%); Wind Power PPAs (45.9%),60-80%
카프로_울산_C-H_2000,Other Companies,Naphtha Cracker,190.0,76.17609491245531,55.83219993929641,20.343894973158903,73.2935969,6,Energy Efficiency - NCC (10.0%); Solar PV Systems (28.6%); Wind Power PPAs (45.9%),60-80%
롯데케미칼_대산_SM_2005,Other Companies,Utility,350.0,53.296871099350525,47.967183989415474,5.329687109935051,90.0,6,Energy Efficiency - Utility (35.0%); Solar PV Systems (28.6%); Wind Power PPAs (45.9%),80-100%
LG화학_대산_SM_2006,Other Companies,Utility,577.0,87.86369892664356,79.07732903397921,8.786369892664354,90.0,6,Energy Efficiency - Utility (35.0%); Solar PV Systems (28.6%); Wind Power PPAs (45.9%),80-100%
한화토탈에너지스_대산_SM_1991,Other Companies,Utility,1071.0,163.08842556401257,146.7795830076113,16.30884255640126,90.0,6,Energy Efficiency - Utility (35.0%); Solar PV Systems (28.6%); Wind Power PPAs (45.9%),80-100%
여천NCC_여수_SM_1986,Other Companies,Utility,351.0,53.4491478739201,48.10423308652809,5.344914787392007,90.0,6,Energy Efficiency - Utility (35.0%); Solar PV Systems (28.6%); Wind Power PPAs (45.9%),80-100%
SKpicglobal_울산_SM_1990,Other Companies,Utility,400.0,60.91070982782917,54.819638845046256,6.091070982782917,90.0,6,Energy Efficiency - Utility (35.0%); Solar PV Systems (28.6%); Wind Power PPAs (45.9%),80-100%
LG화학_여수_EDC_1996,Other Companies,Utility,810.0,365.7747261772624,329.19725355953614,36.577472617726244,90.0,6,Energy Efficiency - Utility (35.0%); Solar PV Systems (28.6%); Wind Power PPAs (45.9%),80-100%
한화솔루션_여수_EDC_1980,Other Companies,Utility,1586.0,716.1959453298002,644.5763507968202,71.61959453298005,90.0,6,Energy Efficiency - Utility (35.0%); Solar PV Systems (28.6%); Wind Power PPAs (45.9%),80-100%
한화솔루션_울산_EDC_1991,Other Companies,Utility,385.0,173.85588836820497,156.47029953138448,17.38558883682049,90.0,6,Energy Efficiency - Utility (35.0%); Solar PV Systems (28.6%); Wind Power PPAs (45.9%),80-100%
LG화학_대산_VCM_1997,Other Companies,Utility,230.0,107.15641208358804,96.44077087522923,10.715641208358804,90.0,6,Energy Efficiency - Utility (35.0%); Solar PV Systems (28.6%); Wind Power PPAs (45.9%),80-100%
LG화학_여수_VCM_1990,Other Companies,Utility,720.0,335.4461595660147,301.90154360941324,33.54461595660149,89.99999999999999,6,Energy Efficiency - Utility (35.0%); Solar PV Systems (28.6%); Wind Power PPAs (45.9%),80-100%
한화솔루션_여수_VCM_1979,Other Companies,Utility,583.0,271.61820975970363,244.45638878373327,27.161820975970357,90.0,6,Energy Efficiency - Utility (35.0%); Solar PV Systems (28.6%); Wind Power PPAs (45.9%),80-100%
한화솔루션_울산_VCM_1972,Other Companies,Utility,264.0,122.99692517420542,110.69723265678488,12.299692517420539,90.0,6,Energy Efficiency - Utility (35.0%); Solar PV Systems (28.6%); Wind Power PPAs (45.9%),80-100%
롯데케미칼_여수_PC_2008,Other Companies,Utility,480.0,109.86372610288004,98.87735349259204,10.986372610288,90.0,6,Energy Efficiency - Utility (35.0%); Solar PV Systems (28.6%); Wind Power PPAs (45.9%),80-100%
LG화학_여수_PC_2001,Other Companies,Utility,170.0,38.91006966143667,35.01906269529301,3.8910069661436637,90.00000000000001,6,Energy Efficiency - Utility (35.0%); Solar PV Systems (28.6%); Wind Power PPAs (45.9%),80-100%
삼양화성_전주_PC_1999,Other Companies,Utility,120.0,27.46593152572001,24.71933837314801,2.746593152572,90.0,6,Energy Efficiency - Utility (35.0%); Solar PV Systems (28.6%); Wind Power PPAs (45.9%),80-100%
HD현대케미칼_대산_LDPE_2021,Other Companies,Utility,300.0,233.4250111292319,210.08251001630873,23.342501112923173,90.0,6,Energy Efficiency - Utility (35.0%); Solar PV Systems (28.6%); Wind Power PPAs (45.9%),80-100%
LG화학_대산_LDPE_2006,Other Companies,Utility,280.0,217.86334372061643,196.07700934855478,21.786334372061646,90.0,6,Energy Efficiency - Utility (35.0%); Solar PV Systems (28.6%); Wind Power PPAs (45.9%),80-100%
한화토탈에너지스_대산_LDPE_1991,Other Companies,Utility,435.0,338.46626613738624,304.6196395236476,33.846626613738636,89.99999999999999,6,Energy Efficiency - Utility (35.0%); Solar PV Systems (28.6%); Wind Power PPAs (45.9%),80-100%
LG화학_여수_LDPE_1990,Other Companies,Utility,180.0,140.05500667753915,126.04950600978525,14.005500667753907,90.0,6,Energy Efficiency - Utility (35.0%); Solar PV Systems (28.6%); Wind Power PPAs (45.9%),80-100%
한화솔루션_여수_LDPE_1979,Other Companies,Utility,337.0,262.2140958351705,235.99268625165345,26.221409583517044,90.0,6,Energy Efficiency - Utility (35.0%); Solar PV Systems (28.6%); Wind Power PPAs (45.9%),80-100%
롯데케미칼_울산_LDPE_1972,Other Companies,Utility,120.0,93.37000445169278,84.0330040065235,9.33700044516928,90.0,6,Energy Efficiency - Utility (35.0%); Solar PV Systems (28.6%); Wind Power PPAs (45.9%),80-100%
롯데케미칼_대산_LDPE_2005,Other Companies,Utility,500.0,389.0416852153865,350.1375166938479,38.90416852153862,90.0,6,Energy Efficiency - Utility (35.0%); Solar PV Systems (28.6%); Wind Power PPAs (45.9%),80-100%
LG화학_대산_L-LDPE_2006,Other Companies,Utility,125.0,77.2911472104424,69.56203248939816,7.72911472104424,90.0,6,Energy Efficiency - Utility (35.0%); Solar PV Systems (28.6%); Wind Power PPAs (45.9%),80-100%
한화토탈에너지스_대산_L-LDPE_2004,Other Companies,Utility,530.0,327.7144641722758,294.94301775504823,32.771446417227594,89.99999999999999,6,Energy Efficiency - Utility (35.0%); Solar PV Systems (28.6%); Wind Power PPAs (45.9%),80-100%
DL케미칼_여수_L-LDPE_2010,Other Companies,Utility,10.0,6.183291776835391,5.564962599151852,0.6183291776835391,90.0,6,Energy Efficiency - Utility (35.0%); Solar PV Systems (28.6%); Wind Power PPAs (45.9%),80-100%
롯데케미칼_여수_L-LDPE_2019,Other Companies,Utility,600.0,370.9975066101234,333.8977559491111,37.09975066101231,90.00000000000001,6,Energy Efficiency - Utility (35.0%); Solar PV Systems (28.6%); Wind Power PPAs (45.9%),80-100%
LG화학_여수_L-LDPE_2021,Other Companies,Utility,425.0,262.78990051550414,236.51091046395373,26.27899005155041,90.0,6,Energy Efficiency - Utility (35.0%); Solar PV Systems (28.6%); Wind Power PPAs (45.9%),80-100%
