FacilityID,Company,Process,Capacity_kt,Baseline_Emissions_kt,Total_Reduction_Potential_kt,Final_Emissions_kt,Reduction_Percent,Technologies_Count,Technologies_Applied,Reduction_Category
롯데케미칼_대산_Ethylene_1991,Other Companies,Naphtha Cracker,1100.0,1308.8088206914956,959.2730612292686,349.535759462227,73.2935969,6,Energy Efficiency - NCC (10.0%); Solar PV Systems (28.6%); Wind Power PPAs (45.9%),60-80%
HD현대케미칼_대산_Ethylene_2021,Other Companies,Naphtha Cracker,850.0,1011.3522705343375,741.2564564044347,270.0958141299028,73.2935969,6,Energy Efficiency - NCC (10.0%); Solar PV Systems (28.6%); Wind Power PPAs (45.9%),60-80%
LG화학_대산_Ethylene_1991,Other Companies,Naphtha Cracker,1300.0,1546.774060817222,1133.6863450891356,413.08771572808655,73.2935969,6,Energy Efficiency - NCC (10.0%); Solar PV Systems (28.6%); Wind Power PPAs (45.9%),60-80%
한화토탈에너지스_대산_Ethylene_1991,Other Companies,Naphtha Cracker,1525.0,1814.4849559586648,1329.9012894314862,484.5836665271786,73.2935969,6,Energy Efficiency - NCC (10.0%); Solar PV Systems (28.6%); Wind Power PPAs (45.9%),60-80%
롯데케미칼_여수_Ethylene_1992,Other Companies,Naphtha Cracker,1230.0,1463.486226773218,1072.6416957381823,390.84453103503574,73.2935969,6,Energy Efficiency - NCC (10.0%); Solar PV Systems (28.6%); Wind Power PPAs (45.9%),60-80%
LG화학_여수_Ethylene_2021,Other Companies,Naphtha Cracker,1030.0,1225.520986647491,898.2284118783149,327.2925747691762,73.2935969,6,Energy Efficiency - NCC (10.0%); Solar PV Systems (28.6%); Wind Power PPAs (45.9%),60-80%
여천NCC_여수_Ethylene_1979,Other Companies,Naphtha Cracker,2285.0,2718.7528684364247,1992.6717680989807,726.081100337444,73.29359690000001,6,Energy Efficiency - NCC (10.0%); Solar PV Systems (28.6%); Wind Power PPAs (45.9%),60-80%
GS칼텍스_여수_Ethylene_2021,Other Companies,Naphtha Cracker,900.0,1070.8435805657691,784.8597773694015,285.9838031963676,73.2935969,6,Energy Efficiency - NCC (10.0%); Solar PV Systems (28.6%); Wind Power PPAs (45.9%),60-80%
대한유화_온산_Ethylene_1991,Other Companies,Naphtha Cracker,900.0,1070.8435805657691,784.8597773694015,285.9838031963676,73.2935969,6,Energy Efficiency - NCC (10.0%); Solar PV Systems (28.6%); Wind Power PPAs (45.9%),60-80%
S-Oil_온산_Ethylene_2018,Other Companies,Naphtha Cracker,182.0,216.54836851441107,158.71608831247894,57.83228020193212,73.2935969,6,Energy Efficiency - NCC (10.0%); Solar PV Systems (28.6%); Wind Power PPAs (45.9%),60-80%
SK지오센트릭_울산_Ethylene_1989,Other Companies,Naphtha Cracker,660.0,785.2852924148975,575.5638367375611,209.7214556773364,73.29359689999998,6,Energy Efficiency - NCC (10.0%); Solar PV Systems (28.6%); Wind Power PPAs (45.9%),60-80%
롯데케미칼_대산_Propylene_1997,Other Companies,Naphtha Cracker,550.0,350.5591382246231,256.93740166646904,93.62173655815405,73.2935969,6,Energy Efficiency - NCC (10.0%); Solar PV Systems (28.6%); Wind Power PPAs (45.9%),60-80%
HD현대오일뱅크_대산_Propylene_2011,Other Companies,Naphtha Cracker,420.0,267.69970555334856,196.2067430907582,71.49296246259036,73.2935969,6,Energy Efficiency - NCC (10.0%); Solar PV Systems (28.6%); Wind Power PPAs (45.9%),60-80%
HD현대케미칼_대산_Propylene_2021,Other Companies,Naphtha Cracker,451.0,287.4584933441909,210.68866936650463,76.76982397768629,73.2935969,6,Energy Efficiency - NCC (10.0%); Solar PV Systems (28.6%); Wind Power PPAs (45.9%),60-80%
LG화학_대산_Propylene_1991,Other Companies,Naphtha Cracker,680.0,433.4185708958977,317.66806024218,115.7505106537177,73.2935969,6,Energy Efficiency - NCC (10.0%); Solar PV Systems (28.6%); Wind Power PPAs (45.9%),60-80%
한화토탈에너지스_대산_Propylene_1991,Other Companies,Naphtha Cracker,1064.0,678.1725874018163,497.0570824965873,181.11550490522893,73.2935969,6,Energy Efficiency - NCC (10.0%); Solar PV Systems (28.6%); Wind Power PPAs (45.9%),60-80%
롯데케미칼_여수_Propylene_1992,Other Companies,Naphtha Cracker,641.0,408.5607410945153,299.44886266946673,109.11187842504859,73.2935969,6,Energy Efficiency - NCC (10.0%); Solar PV Systems (28.6%); Wind Power PPAs (45.9%),60-80%
LG화학_여수_Propylene_2021,Other Companies,Naphtha Cracker,1300.0,828.5943267127454,607.3065857571086,221.28774095563688,73.2935969,6,Energy Efficiency - NCC (10.0%); Solar PV Systems (28.6%); Wind Power PPAs (45.9%),60-80%
여천NCC_여수_Propylene_1979,Other Companies,Naphtha Cracker,1289.0,821.5831439482532,602.1678377237795,219.41530622447374,73.2935969,6,Energy Efficiency - NCC (10.0%); Solar PV Systems (28.6%); Wind Power PPAs (45.9%),60-80%
GS칼텍스_여수_Propylene_2021,Other Companies,Naphtha Cracker,970.0,618.2588437779716,453.1441447572272,165.1146990207444,73.2935969,6,Energy Efficiency - NCC (10.0%); Solar PV Systems (28.6%); Wind Power PPAs (45.9%),60-80%
대한유화_온산_Propylene_1991,Other Companies,Naphtha Cracker,560.0,356.9329407377981,261.6089907876776,95.3239499501205,73.2935969,6,Energy Efficiency - NCC (10.0%); Solar PV Systems (28.6%); Wind Power PPAs (45.9%),60-80%
S-Oil_온산_Propylene_2018,Other Companies,Naphtha Cracker,840.0,535.3994111066971,392.4134861815164,142.9859249251807,73.2935969,6,Energy Efficiency - NCC (10.0%); Solar PV Systems (28.6%); Wind Power PPAs (45.9%),60-80%
SK어드밴스드_울산_Propylene_2016,Other Companies,Naphtha Cracker,600.0,382.4281507904979,280.29534727251166,102.13280351798625,73.2935969,6,Energy Efficiency - NCC (10.0%); Solar PV Systems (28.6%); Wind Power PPAs (45.9%),60-80%
SK에너지_울산_Propylene_1996,Other Companies,Naphtha Cracker,620.0,395.1757558168478,289.6385255149287,105.53723030191912,73.2935969,6,Energy Efficiency - NCC (10.0%); Solar PV Systems (28.6%); Wind Power PPAs (45.9%),60-80%
SK지오센트릭_울산_Propylene_1989,Other Companies,Naphtha Cracker,380.0,242.20449550064868,177.52038660592407,64.6841088947246,73.2935969,6,Energy Efficiency - NCC (10.0%); Solar PV Systems (28.6%); Wind Power PPAs (45.9%),60-80%
태광산업_울산_Propylene_1997,Other Companies,Naphtha Cracker,300.0,191.21407539524895,140.14767363625583,51.06640175899312,73.2935969,6,Energy Efficiency - NCC (10.0%); Solar PV Systems (28.6%); Wind Power PPAs (45.9%),60-80%
효성화학_울산_Propylene_1991,Other Companies,Naphtha Cracker,500.0,318.69012565874834,233.5794560604265,85.11066959832183,73.29359690000001,6,Energy Efficiency - NCC (10.0%); Solar PV Systems (28.6%); Wind Power PPAs (45.9%),60-80%
롯데케미칼_대산_Butadiene_1997,Other Companies,Naphtha Cracker,190.0,72.63532614194851,53.237043149480066,19.398282992468445,73.2935969,6,Energy Efficiency - NCC (10.0%); Solar PV Systems (28.6%); Wind Power PPAs (45.9%),60-80%
HD현대케미칼_대산_Butadiene_2021,Other Companies,Naphtha Cracker,163.0,62.3134640059874,45.671779122974996,16.641684883012402,73.2935969,6,Energy Efficiency - NCC (10.0%); Solar PV Systems (28.6%); Wind Power PPAs (45.9%),60-80%
LG화학_대산_Butadiene_1991,Other Companies,Naphtha Cracker,200.0,76.45823804415632,56.03899278892638,20.41924525522994,73.2935969,6,Energy Efficiency - NCC (10.0%); Solar PV Systems (28.6%); Wind Power PPAs (45.9%),60-80%
한화토탈에너지스_대산_Butadiene_1991,Other Companies,Naphtha Cracker,150.0,57.34367853311725,42.029244591694784,15.314433941422465,73.2935969,6,Energy Efficiency - NCC (10.0%); Solar PV Systems (28.6%); Wind Power PPAs (45.9%),60-80%
금호석유화학_여수_Butadiene_1992,Other Companies,Naphtha Cracker,147.0,56.1968049624549,41.18865969986089,15.008145262594006,73.2935969,6,Energy Efficiency - NCC (10.0%); Solar PV Systems (28.6%); Wind Power PPAs (45.9%),60-80%
롯데GS화학_여수_Butadiene_2022,Other Companies,Naphtha Cracker,130.0,49.69785472870161,36.42534531280215,13.272509415899457,73.29359690000001,6,Energy Efficiency - NCC (10.0%); Solar PV Systems (28.6%); Wind Power PPAs (45.9%),60-80%
롯데케미칼_여수_Butadiene_2011,Other Companies,Naphtha Cracker,160.0,61.166590435325055,44.831194231141104,16.33539620418395,73.2935969,6,Energy Efficiency - NCC (10.0%); Solar PV Systems (28.6%); Wind Power PPAs (45.9%),60-80%
LG화학_여수_Butadiene_1991,Other Companies,Naphtha Cracker,306.0,116.98110420755916,85.73965896705735,31.241445240501804,73.2935969,6,Energy Efficiency - NCC (10.0%); Solar PV Systems (28.6%); Wind Power PPAs (45.9%),60-80%
여천NCC_여수_Butadiene_1992,Other Companies,Naphtha Cracker,378.0,144.50606990345548,105.91369637107087,38.59237353238461,73.2935969,6,Energy Efficiency - NCC (10.0%); Solar PV Systems (28.6%); Wind Power PPAs (45.9%),60-80%
금호석유화학_울산_Butadiene_1979,Other Companies,Naphtha Cracker,90.0,34.406207119870345,25.217546755016873,9.188660364853472,73.2935969,6,Energy Efficiency - NCC (10.0%); Solar PV Systems (28.6%); Wind Power PPAs (45.9%),60-80%
대한유화_울산_Butadiene_2023,Other Companies,Naphtha Cracker,146.0,55.81451377223412,40.908464735916255,14.906049036317867,73.2935969,6,Energy Efficiency - NCC (10.0%); Solar PV Systems (28.6%); Wind Power PPAs (45.9%),60-80%
SK지오센트릭_울산_Butadiene_1989,Other Companies,Naphtha Cracker,130.0,49.69785472870161,36.42534531280215,13.272509415899457,73.29359690000001,6,Energy Efficiency - NCC (10.0%); Solar PV Systems (28.6%); Wind Power PPAs (45.9%),60-80%
OCI_광양_벤젠_1995,OCI Company,BTX Plant,200.0,64.63337930392527,53.83546642025954,10.797912883665724,83.29359690000001,6,Energy Efficiency - BTX (20.0%); Solar PV Systems (28.6%); Wind Power PPAs (45.9%),80-100%
롯데케미칼_대산_벤젠_2011,Other Companies,BTX Plant,240.0,77.56005516471033,64.60255970431146,12.957495460398874,83.2935969,6,Energy Efficiency - BTX (20.0%); Solar PV Systems (28.6%); Wind Power PPAs (45.9%),80-100%
HD현대케미칼_대산_벤젠_2016,Other Companies,BTX Plant,410.0,132.49842757304677,110.36270616153202,22.13572141151475,83.29359689999998,6,Energy Efficiency - BTX (20.0%); Solar PV Systems (28.6%); Wind Power PPAs (45.9%),80-100%
HD현대오일뱅크_대산_벤젠_1997,Other Companies,BTX Plant,338.0,109.23041102363366,90.98193825023858,18.24847277339508,83.2935969,6,Energy Efficiency - BTX (20.0%); Solar PV Systems (28.6%); Wind Power PPAs (45.9%),80-100%
LG화학_대산_벤젠_1991,Other Companies,BTX Plant,270.0,87.2550620602991,72.67787966735037,14.577182392948728,83.2935969,6,Energy Efficiency - BTX (20.0%); Solar PV Systems (28.6%); Wind Power PPAs (45.9%),80-100%
한화토탈에너지스_대산_벤젠_1991,Other Companies,BTX Plant,1267.0,409.4524578903665,341.0476797723441,68.40477811802236,83.2935969,6,Energy Efficiency - BTX (20.0%); Solar PV Systems (28.6%); Wind Power PPAs (45.9%),80-100%
롯데케미칼_여수_벤젠_1992,Other Companies,BTX Plant,235.0,75.94422068211217,63.25667304380494,12.687547638307237,83.29359689999998,6,Energy Efficiency - BTX (20.0%); Solar PV Systems (28.6%); Wind Power PPAs (45.9%),80-100%
LG화학_여수_벤젠_1992,Other Companies,BTX Plant,630.0,203.59514480736456,169.58171922381752,34.01342558354705,83.2935969,6,Energy Efficiency - BTX (20.0%); Solar PV Systems (28.6%); Wind Power PPAs (45.9%),80-100%
여천NCC_여수_벤젠_1979,Other Companies,BTX Plant,457.0,147.6872717094692,123.01404077029301,24.673230939176193,83.2935969,6,Energy Efficiency - BTX (20.0%); Solar PV Systems (28.6%); Wind Power PPAs (45.9%),80-100%
GS칼텍스_여수_벤젠_1990,Other Companies,BTX Plant,930.0,300.5452137632524,250.33491885420676,50.210294909045615,83.2935969,6,Energy Efficiency - BTX (20.0%); Solar PV Systems (28.6%); Wind Power PPAs (45.9%),80-100%
대한유화_온산_벤젠_2008,Other Companies,BTX Plant,210.0,67.86504826912152,56.5272397412725,11.337808527849013,83.2935969,6,Energy Efficiency - BTX (20.0%); Solar PV Systems (28.6%); Wind Power PPAs (45.9%),80-100%
S-Oil_온산_벤젠_1991,Other Companies,BTX Plant,672.0,217.16815446118883,180.887167172072,36.28098728911684,83.2935969,6,Energy Efficiency - BTX (20.0%); Solar PV Systems (28.6%); Wind Power PPAs (45.9%),80-100%
롯데케미칼_울산_벤젠_1986,Other Companies,BTX Plant,110.0,35.5483586171589,29.609506531142742,5.938852086016155,83.29359689999998,6,Energy Efficiency - BTX (20.0%); Solar PV Systems (28.6%); Wind Power PPAs (45.9%),80-100%
