Company,Year,TechID,TechName,Category,DeploymentLevel,AbatementContribution_kt,AnnualCost_USD
Hanwha Solutions,2040,RE_002,Solar PV,Renewable Energy,0.4,530.6322878797396,23878452.95458828
Hanwha Solutions,2045,RE_002,Solar PV,Renewable Energy,0.4,530.6322878797396,23878452.95458828
Hanwha Solutions,2050,RE_002,Solar PV,Renewable Energy,0.4,530.6322878797396,23878452.95458828
Hanwha Solutions,2025,RE_003,Wind PPAs,Renewable Energy,0.010791725977254935,14.316095613705013,501063.34647967544
Hanwha Solutions,2030,RE_003,Wind PPAs,Renewable Energy,0.3,397.9742159098047,13929097.556843163
Hanwha Solutions,2035,RE_003,Wind PPAs,Renewable Energy,0.589208274022745,781.6323362059044,27357131.767206654
Hanwha Solutions,2040,RE_003,Wind PPAs,Renewable Energy,0.6,795.9484318196094,27858195.113686327
Hanwha Solutions,2045,RE_003,Wind PPAs,Renewable Energy,0.6,795.9484318196094,27858195.113686327
Hanwha Solutions,2050,RE_003,Wind PPAs,Renewable Energy,0.6,795.9484318196094,27858195.113686327
Hanwha Solutions,2025,HP_001,Low-Med Temp Heat Pumps,Heat Pumps,0.00899310498104578,11.93007967808751,715804.7806852506
Hanwha Solutions,2030,HP_001,Low-Med Temp Heat Pumps,Heat Pumps,0.25,331.64517992483724,19898710.795490235
Hanwha Solutions,2035,HP_001,Low-Med Temp Heat Pumps,Heat Pumps,0.4910068950189542,651.3602801715871,39081616.810295224
Hanwha Solutions,2040,HP_001,Low-Med Temp Heat Pumps,Heat Pumps,0.5,663.2903598496745,39797421.59098047
Hanwha Solutions,2045,HP_001,Low-Med Temp Heat Pumps,Heat Pumps,0.5,663.2903598496745,39797421.59098047
Hanwha Solutions,2050,HP_001,Low-Med Temp Heat Pumps,Heat Pumps,0.5,663.2903598496745,39797421.59098047
Hanwha Solutions,2025,HP_002,High Temp Heat Pumps,Heat Pumps,0.0,0.0,0.0
Hanwha Solutions,2030,HP_002,High Temp Heat Pumps,Heat Pumps,0.024951808948176706,33.100588672272906,3972070.6406727484
Hanwha Solutions,2035,HP_002,High Temp Heat Pumps,Heat Pumps,0.24960551554017732,331.12186444621545,39734623.733545855
Hanwha Solutions,2040,HP_002,High Temp Heat Pumps,Heat Pumps,0.3,397.9742159098047,47756905.90917656
Hanwha Solutions,2045,HP_002,High Temp Heat Pumps,Heat Pumps,0.3,397.9742159098047,47756905.90917656
Hanwha Solutions,2050,HP_002,High Temp Heat Pumps,Heat Pumps,0.3,397.9742159098047,47756905.90917656
Hanwha Solutions,2025,ES_001,Battery Storage,Energy Storage,0.0,0.0,0.0
Hanwha Solutions,2030,ES_001,Battery Storage,Energy Storage,0.033596322973215104,44.56823430905947,4456823.430905947
Hanwha Solutions,2035,ES_001,Battery Storage,Energy Storage,0.18336546070121554,243.24908482502119,24324908.48250212
Hanwha Solutions,2040,ES_001,Battery Storage,Energy Storage,0.2,265.3161439398698,26531614.39398698
Hanwha Solutions,2045,ES_001,Battery Storage,Energy Storage,0.2,265.3161439398698,26531614.39398698
Hanwha Solutions,2050,ES_001,Battery Storage,Energy Storage,0.2,265.3161439398698,26531614.39398698
HD Hyundai Chemical,2025,EE_NCC,EE - Naphtha Cracker,Energy Efficiency,9.992338867828643e-05,0.07497964204266284,3748.9821021331422
HD Hyundai Chemical,2030,EE_NCC,EE - Naphtha Cracker,Energy Efficiency,0.002777777777777778,2.084364693859709,104218.23469298547
HD Hyundai Chemical,2035,EE_NCC,EE - Naphtha Cracker,Energy Efficiency,0.005455632166877269,4.093749745676756,204687.48728383778
HD Hyundai Chemical,2040,EE_NCC,EE - Naphtha Cracker,Energy Efficiency,0.005555555555555556,4.168729387719418,208436.46938597094
HD Hyundai Chemical,2045,EE_NCC,EE - Naphtha Cracker,Energy Efficiency,0.005555555555555556,4.168729387719418,208436.46938597094
HD Hyundai Chemical,2050,EE_NCC,EE - Naphtha Cracker,Energy Efficiency,0.005555555555555556,4.168729387719418,208436.46938597094
HD Hyundai Chemical,2025,EE_BTX,EE - BTX Plant,Energy Efficiency,0.0005995403320697186,0.44987785225597704,17995.11409023908
HD Hyundai Chemical,2030,EE_BTX,EE - BTX Plant,Energy Efficiency,0.016666666666666666,12.506188163158255,500247.5265263302
HD Hyundai Chemical,2035,EE_BTX,EE - BTX Plant,Energy Efficiency,0.03273379300126361,24.56249847406053,982499.9389624211
HD Hyundai Chemical,2040,EE_BTX,EE - BTX Plant,Energy Efficiency,0.03333333333333333,25.01237632631651,1000495.0530526604
HD Hyundai Chemical,2045,EE_BTX,EE - BTX Plant,Energy Efficiency,0.03333333333333333,25.01237632631651,1000495.0530526604
HD Hyundai Chemical,2050,EE_BTX,EE - BTX Plant,Energy Efficiency,0.03333333333333333,25.01237632631651,1000495.0530526604
HD Hyundai Chemical,2025,EE_UTL,EE - Utilities,Energy Efficiency,0.004896246045236035,3.6740024600904793,110220.07380271438
HD Hyundai Chemical,2030,EE_UTL,EE - Utilities,Energy Efficiency,0.1361111111111111,102.13386999912574,3064016.099973772
HD Hyundai Chemical,2035,EE_UTL,EE - Utilities,Energy Efficiency,0.26732597617698617,200.59373753816104,6017812.126144831
HD Hyundai Chemical,2040,EE_UTL,EE - Utilities,Energy Efficiency,0.2722222222222222,204.26773999825147,6128032.199947544
HD Hyundai Chemical,2045,EE_UTL,EE - Utilities,Energy Efficiency,0.2722222222222222,204.26773999825147,6128032.199947544
HD Hyundai Chemical,2050,EE_UTL,EE - Utilities,Energy Efficiency,0.2722222222222222,204.26773999825147,6128032.199947544
HD Hyundai Chemical,2025,RE_001,Solar Thermal,Renewable Energy,0.0,0.0,0.0
HD Hyundai Chemical,2030,RE_001,Solar Thermal,Renewable Energy,0.07750637971809689,58.15856211598274,4652684.969278619
