Energy_Source,Emissions_MtCO2_per_year,Share_percent
Naphtha,382.5059844,93.38670012241089
LPG,0.0,0.0
Natural_Gas,23.1854792503142,5.660605287888072
Electricity,3.902176448985554,0.9526945897010342
