Year,TechID,Portfolio_Share,Cumulative_Abatement_Mt
2025,EE_BTX,0.22486252757409408,2.427931349092184
2025,EE_NCC,0.20677743928397005,2.232659360982811
2025,EE_UTL,0.5683600331419358,6.136812375648839
2026,EE_BTX,0.22486252757409408,2.427931349092184
2026,EE_NCC,0.20677743928397005,2.232659360982811
2026,EE_UTL,0.5683600331419358,6.136812375648839
2027,EE_BTX,0.22486252757409408,2.427931349092184
2027,EE_NCC,0.20677743928397005,2.232659360982811
2027,EE_UTL,0.5683600331419358,6.136812375648839
2028,EE_BTX,0.22486252757409408,2.427931349092184
2028,EE_NCC,0.20677743928397005,2.232659360982811
2028,EE_UTL,0.5683600331419358,6.136812375648839
2029,EE_BTX,0.22486252757409408,2.427931349092184
2029,EE_NCC,0.20677743928397005,2.232659360982811
2029,EE_UTL,0.5683600331419358,6.136812375648839
2030,EE_BTX,0.14918243571298806,4.855862698184368
2030,EE_NCC,0.13718409365790227,4.465318721965622
2030,EE_UTL,0.3770718715153187,12.273624751297678
2030,HP_001,0.09984691623354515,3.25
2030,RE_002,0.015515360762853425,0.505022332
2030,RE_003,0.22119932211739232,7.199999999999999
2031,EE_BTX,0.14918243571298806,4.855862698184368
2031,EE_NCC,0.13718409365790227,4.465318721965622
2031,EE_UTL,0.3770718715153187,12.273624751297678
2031,HP_001,0.09984691623354515,3.25
2031,RE_002,0.015515360762853425,0.505022332
2031,RE_003,0.22119932211739232,7.199999999999999
2032,EE_BTX,0.14918243571298806,4.855862698184368
2032,EE_NCC,0.13718409365790227,4.465318721965622
2032,EE_UTL,0.3770718715153187,12.273624751297678
2032,HP_001,0.09984691623354515,3.25
2032,RE_002,0.015515360762853425,0.505022332
2032,RE_003,0.22119932211739232,7.199999999999999
2033,EE_BTX,0.14918243571298806,4.855862698184368
2033,EE_NCC,0.13718409365790227,4.465318721965622
2033,EE_UTL,0.3770718715153187,12.273624751297678
2033,HP_001,0.09984691623354515,3.25
2033,RE_002,0.015515360762853425,0.505022332
2033,RE_003,0.22119932211739232,7.199999999999999
2034,EE_BTX,0.14918243571298806,4.855862698184368
2034,EE_NCC,0.13718409365790227,4.465318721965622
2034,EE_UTL,0.3770718715153187,12.273624751297678
2034,HP_001,0.09984691623354515,3.25
2034,RE_002,0.015515360762853425,0.505022332
2034,RE_003,0.22119932211739232,7.199999999999999
2035,EE_BTX,0.11328732827346749,7.283794047276553
2035,EE_NCC,0.10417593316428095,6.697978082948433
2035,EE_UTL,0.2863437956813546,18.41043712694652
2035,ES_001,0.008709870628050316,0.5599999999999999
2035,ETH_003,0.012131605517641515,0.78
2035,ETH_004,0.02426321103528303,1.56
2035,HP_001,0.10109671264701262,6.5
2035,HP_002,0.019597208913113215,1.26
2035,PE_002,0.030329013794103785,1.95
2035,PROP_002,0.005655792439986533,0.36363843984
2035,RE_002,0.06073614162744172,3.9050223320000006
2035,RE_003,0.223968101864151,14.399999999999999
2035,TPA_001,0.00970528441411321,0.624
2036,EE_BTX,0.11328732827346749,7.283794047276553
2036,EE_NCC,0.10417593316428095,6.697978082948433
2036,EE_UTL,0.2863437956813546,18.41043712694652
2036,ES_001,0.008709870628050316,0.5599999999999999
2036,ETH_003,0.012131605517641515,0.78
2036,ETH_004,0.02426321103528303,1.56
2036,HP_001,0.10109671264701262,6.5
2036,HP_002,0.019597208913113215,1.26
2036,PE_002,0.030329013794103785,1.95
2036,PROP_002,0.005655792439986533,0.36363843984
2036,RE_002,0.06073614162744172,3.9050223320000006
2036,RE_003,0.223968101864151,14.399999999999999
2036,TPA_001,0.00970528441411321,0.624
2037,EE_BTX,0.11328732827346749,7.283794047276553
2037,EE_NCC,0.10417593316428095,6.697978082948433
2037,EE_UTL,0.2863437956813546,18.41043712694652
2037,ES_001,0.008709870628050316,0.5599999999999999
2037,ETH_003,0.012131605517641515,0.78
2037,ETH_004,0.02426321103528303,1.56
2037,HP_001,0.10109671264701262,6.5
2037,HP_002,0.019597208913113215,1.26
