year,fossil_emissions_mt,electricity_emissions_mt,total_emissions_mt,grid_ef_tco2_per_mwh,n_facilities_active,n_facilities_retired,remaining_capacity_fraction,capacity_multiplier,total_capacity_kt
2025,31.07022193985254,5.85194443304959,36.92216637290213,0.436,246,0,1.0,1.0,67920.3
2026,30.138115281656965,5.449851425422756,35.58796670707972,0.4186,246,0,1.0,0.97,65882.691
2027,29.330289511220798,5.083310322415788,34.41359983363659,0.4012,246,0,1.0,0.944,64116.7632
2028,28.491393518844784,4.723762024568498,33.21515554341328,0.3838,246,0,1.0,0.917,62282.915100000006
2029,27.683567748408617,4.381742716238552,32.06531046464717,0.3664,246,0,1.0,0.891,60516.9873
2030,27.18644419737097,4.098709934042473,31.285154131413446,0.349,246,0,1.0,0.875,59430.262500000004
2031,26.378618426934807,3.8185266192847824,30.19714504621959,0.3351,246,0,1.0,0.849,57664.3347
2032,25.57079265649864,3.5480446472706872,29.11883730376933,0.3212,246,0,1.0,0.823,55898.4069
2033,24.762966886062475,3.28726401800019,28.05023090406267,0.3073,246,0,1.0,0.797,54132.479100000004
2034,23.955141115626308,3.0361847314732895,26.9913258470996,0.2934,246,0,1.0,0.771,52366.55130000001
2035,23.489087786528525,2.836072391266616,26.325160177795144,0.2795,246,0,1.0,0.756,51347.7468
2036,22.681262016092358,2.465171858094845,25.146433874187203,0.2516,246,0,1.0,0.73,49581.819
2037,21.87343624565619,2.112798903123489,23.98623514877968,0.2236,246,0,1.0,0.704,47815.8912
2038,21.065610475220026,1.7808782255078255,22.846488700727853,0.1957,246,0,1.0,0.678,46049.96340000001
2039,20.25778470478386,1.468430027212042,21.7262147319959,0.1678,246,0,1.0,0.652,44284.0356
2040,18.642133163911527,1.1258282088169718,19.7679613727285,0.1398,246,0,1.0,0.6,40752.18
2041,18.642133163911527,1.013889638698546,19.656022802610075,0.1259,246,0,1.0,0.6,40752.18
2042,18.642133163911527,0.9011457551260311,19.543278919037558,0.1119,246,0,1.0,0.6,40752.18
2043,18.642133163911527,0.7884018715535159,19.430535035465045,0.0979,246,0,1.0,0.6,40752.18
2044,18.642133163911527,0.6764633014350904,19.31859646534662,0.084,246,0,1.0,0.6,40752.18
2045,18.642133163911527,0.5637194178625753,19.205852581774103,0.07,246,0,1.0,0.6,40752.18
2046,18.642133163911527,0.4509755342900602,19.093108698201586,0.056,246,0,1.0,0.6,40752.18
2047,18.642133163911527,0.3382316507175452,18.980364814629073,0.042,246,0,1.0,0.6,40752.18
2048,18.642133163911527,0.2254877671450301,18.867620931056557,0.028,246,0,1.0,0.6,40752.18
2049,18.642133163911527,0.11274388357251505,18.754877047484044,0.014,246,0,1.0,0.6,40752.18
2050,18.642133163911527,0.0,18.642133163911527,0.0,246,0,1.0,0.6,40752.18
