product_group,emissions_kt,capacity_kt,n_facilities,emissions_mt,share_pct
Olefins,41801.79732459574,13230.0,29,41.80179732459574,79.25119515384772
Aromatics,9406.392480317505,10649.8,40,9.406392480317505,17.8333921951414
Polymers,1213.144854622688,14563.5,63,1.213144854622688,2.2999771726805447
Other,313.8991016485863,27408.5,107,0.31389910164858625,0.5951150561828187
Intermediates,10.718200104251723,2068.5,7,0.010718200104251722,0.020320422147500548
