scenario,emissions_2030_mt,emissions_2050_mt,cumulative_2025_2050_mt,total_heat_pump_2050_mt,total_ncc_h2_2050_mt,total_ncc_elec_2050_mt,total_re_ppa_2050_mt,reduction_2030_pct,reduction_2050_pct
Policy_Target,37.3,0.0,615.8609792746004,0.2833081157248216,0,20.059864668065632,7.550755109586746,28.269230769230774,100.0
