scenario,scenario_id,technology,n_facilities,total_capacity_kt,bau_2050_mt,emissions_2050_mt,cost_2050_billion,ncc_h2_mt,ncc_elec_mt,heat_pump_mt,re_ppa_mt,electricity_twh,h2_kt
Baseline (248 facilities) + NCC-Electricity,baseline_ncc_elec,NCC-Electricity,248,100066,53.34338862167852,7.105427357601002e-15,37.33055807453945,0.0,43.501390249757634,3.5859251030661916,6.256073268854693,230.57404287544472,0.0
Baseline (248 facilities) + NCC-H2,baseline_ncc_h2,NCC-H2,248,100066,53.34338862167852,-7.105427357601002e-15,32.45816305625602,40.875238141848335,0.0,3.5859251030661916,6.256073268854693,0.0166745517292577,4019.093823358673
Shaheen (+6 facilities) + NCC-Electricity,shaheen_ncc_elec,NCC-Electricity,254,104016,53.34338862167852,7.105427357601002e-15,37.33055807453945,0.0,43.501390249757634,3.5859251030661916,6.256073268854693,230.57404287544472,0.0
Shaheen (+6 facilities) + NCC-H2,shaheen_ncc_h2,NCC-H2,254,104016,53.34338862167852,-7.105427357601002e-15,32.45816305625602,40.875238141848335,0.0,3.5859251030661916,6.256073268854693,0.0166745517292577,4019.093823358673
