year,fossil_emissions_mt,electricity_emissions_mt,total_emissions_mt,grid_ef_tco2_per_mwh,n_facilities_active,n_facilities_retired,remaining_capacity_fraction,capacity_multiplier,total_capacity_kt
2025,57.457916664485964,8.329744233038994,65.78766089752496,0.45,232,16,0.9595666859872484,1.0,96020.0
2026,55.734179164551385,7.804260587865624,63.53843975241701,0.435,228,20,0.948274139068215,0.97,92043.3
2027,54.24027333127475,7.333175110503524,61.573448441778275,0.42,228,20,0.948274139068215,0.944,89576.15999999999
2028,52.68890958133363,6.86466408804323,59.55357366937686,0.405,226,22,0.9379809325844942,0.917,86069.62000000001
2029,44.09461639020124,5.832307450759779,49.92692384096102,0.39,215,33,0.8752523334599165,0.891,78036.453
2030,43.302793873654416,5.4912166218999365,48.79401049555435,0.375,207,41,0.8197789458957089,0.875,71778.0
2031,42.01608228426583,5.114459005362611,47.13054128962844,0.36,205,43,0.8178801990686148,0.849,69483.858
2032,40.72937069487724,4.7505689891340435,45.479939684011285,0.345,202,46,0.8152319469150361,0.823,67137.871
2033,39.44265910548866,4.400161553074093,43.84282065856275,0.33,200,48,0.8137829032838326,0.797,64901.304000000004
2034,38.15594751610006,4.0626646369568125,42.21861215305688,0.315,198,50,0.8124837607179262,0.771,62683.842000000004
2035,37.41361390683742,3.7925523703144854,41.2061662771519,0.3,197,51,0.8098255151599945,0.756,61263.216
2036,36.10025860692402,3.2920890872392126,39.392347694163234,0.27,194,54,0.8023404552995024,0.73,58609.51
2037,34.81449597160892,2.8197716449083114,37.63426761651723,0.24,191,57,0.7910279215717626,0.704,55725.119999999995
2038,33.528733336293826,2.3757330279321858,35.904466364226,0.21,188,60,0.7871504806827494,0.678,53404.026000000005
2039,30.659552097442244,1.9020826265312882,32.56163472397353,0.18,179,69,0.7618871544780444,0.652,49707.828
2040,27.87952340340351,1.3825170919557843,29.262040495359294,0.15,159,89,0.6692582895289109,0.6,40182.0
2041,16.919096129523293,0.8003716154594368,17.71946774498273,0.12,133,115,0.5152299482341655,0.6,30934.199999999997
2042,13.618008065441892,0.5185409095868387,14.13654897502873,0.09,116,132,0.4589470949173545,0.6,27555.0
2043,13.618008065441892,0.3454861447135654,13.963494210155455,0.06,115,133,0.45489976615433814,0.6,27312.0
2044,13.618008065441892,0.23032409647571028,13.8483321619176,0.04,115,133,0.45489976615433814,0.6,27312.0
2045,13.567574142655205,0.1147703953581587,13.682344538013364,0.02,111,137,0.4386105170587412,0.6,26334.0
2046,12.855462904467716,0.055459050377547676,12.910921954845264,0.01,101,147,0.4133471908540363,0.6,24817.2
2047,11.569396026512234,0.02575420186017929,11.595150228372413,0.005,86,162,0.32646453340795073,0.6,19600.8
2048,11.569396026512234,0.01029432341048988,11.579690349922723,0.002,82,166,0.3204684907960746,0.6,19240.8
2049,11.569396026512234,0.005145897263967279,11.5745419237762,0.001,80,168,0.31826994183838664,0.6,19108.8
2050,11.453167788674394,0.0,11.453167788674394,0.0,79,169,0.31637119501129257,0.6,18994.8
