facility_id,company,location,product,process,total_emissions_kt,tech_heat_pump_pct,tech_ncc_h2_pct,tech_ncc_elec_pct,tech_re_ppa_pct,abatement_mt,emissions_2050_kt
1,Lotte Chemical,Daesan,Ethylene,Naphtha Cracker,2482.312842688789,0.0,0.0,82.53632067611913,0.0,1.4270364772259645,1055.2763654628243
2,HD Hyundai Chemical,Daesan,Ethylene,Naphtha Cracker,1918.150832986791,0.0,0.0,82.53632067611912,0.0,1.1027100051291543,815.4408278576368
3,LG Chem,Daesan,Ethylene,Naphtha Cracker,2933.6424504503866,0.0,0.0,82.53632067611912,0.0,1.6864976549034123,1247.1447955469744
4,Hanwha TotalEnergies,Daesan,Ethylene,Naphtha Cracker,3441.3882591821844,0.0,0.0,82.53632067611913,0.0,1.9783914797905418,1462.9967793916426
5,Lotte Chemical,Yeosu,Ethylene,Naphtha Cracker,2775.6770877338267,0.0,0.0,82.53632067611912,0.0,1.5956862427163057,1179.990845017521
6,LG Chem,Yeosu,Ethylene,Naphtha Cracker,2324.347479972229,0.0,0.0,82.53632067611912,0.0,1.3362250650388576,988.1224149333714
7,Yeochon NCC,Yeosu,Ethylene,Naphtha Cracker,5156.440768676257,0.0,0.0,82.53632067611912,0.0,2.9643439549648445,2192.0968137114123
8,GS Caltex,Yeosu,Ethylene,Naphtha Cracker,2030.9832349271903,0.0,0.0,82.53632067611912,0.0,1.1675752995485162,863.407935378674
9,Daehan Oil Chemical,Onsan,Ethylene,Naphtha Cracker,2030.9832349271903,0.0,0.0,82.53632067611912,0.0,1.1675752995485162,863.407935378674
10,S-Oil,Onsan,Ethylene,Naphtha Cracker,410.7099430630541,0.0,0.0,82.53632067611912,0.0,0.23610967168647773,174.60027137657636
11,SK Geocentric,Ulsan,Ethylene,Naphtha Cracker,1489.387705613273,0.0,0.0,82.53632067611912,0.0,0.8562218863355786,633.1658192776945
12,Lotte Chemical,Daesan,Propylene,Naphtha Cracker,1173.7433875505797,0.0,0.0,82.53632067611912,0.0,0.6248105657043408,548.9328218462389
13,HDHyundai Oilbank,Daesan,Propylene,Naphtha Cracker,896.3131323113518,0.0,0.0,82.53632067611912,0.0,0.4771280683560421,419.18506395530966
14,HD Hyundai Chemical,Daesan,Propylene,Naphtha Cracker,962.4695777914752,0.0,0.0,82.53632067611912,0.0,0.5123446638775594,450.12491391391586
15,LG Chem,Daesan,Propylene,Naphtha Cracker,1451.1736427898074,0.0,0.0,82.53632067611913,0.0,0.7724930630526395,678.6805797371679
16,Hanwha TotalEnergies,Daesan,Propylene,Naphtha Cracker,2270.6599351887576,0.0,0.0,82.53632067611912,0.0,1.2087244398353063,1061.9354953534512
17,Lotte Chemical,Yeosu,Propylene,Naphtha Cracker,1367.944566218039,0.0,0.0,82.53632067611912,0.0,0.7281883138481499,639.7562523698891
18,LG Chem,Yeosu,Propylene,Naphtha Cracker,2774.3025523922793,0.0,0.0,82.53632067611913,0.0,1.4768249734829875,1297.4775789092919
19,Yeochon NCC,Yeosu,Propylene,Naphtha Cracker,2750.8276846412673,0.0,0.0,82.53632067611912,0.0,1.4643287621689003,1286.498922472367
