year,fossil_emissions_mt,electricity_emissions_mt,total_emissions_mt,grid_ef_tco2_per_mwh,n_facilities_active,n_facilities_retired,remaining_capacity_fraction,capacity_multiplier,total_capacity_kt
2025,57.82112069636608,8.372000000000002,66.19312069636608,0.45,248,0,1.0,1.0,100066.0
2026,39.954394401188964,5.592216933333334,45.5466113345223,0.435,248,0,1.0,0.691,69145.606
2027,39.954394401188964,5.399381866666666,45.35377626785563,0.42,248,0,1.0,0.691,69145.606
2028,39.954394401188964,5.206546800000001,45.16094120118897,0.405,248,0,1.0,0.691,69145.606
2029,39.954394401188964,5.013711733333334,44.9681061345223,0.39,248,0,1.0,0.691,69145.606
2030,39.954394401188964,4.820876666666667,44.775271067855634,0.375,248,0,1.0,0.691,69145.606
2031,39.954394401188964,4.6280416,44.58243600118897,0.36,248,0,1.0,0.691,69145.606
2032,39.954394401188964,4.435206533333333,44.38960093452229,0.345,248,0,1.0,0.691,69145.606
2033,39.954394401188964,4.242371466666667,44.19676586785563,0.33,248,0,1.0,0.691,69145.606
2034,39.954394401188964,4.0495364,44.00393080118896,0.315,248,0,1.0,0.691,69145.606
2035,39.954394401188964,3.8567013333333335,43.81109573452229,0.3,248,0,1.0,0.691,69145.606
2036,39.954394401188964,3.4710312000000005,43.42542560118896,0.27,248,0,1.0,0.691,69145.606
2037,39.954394401188964,3.0853610666666667,43.03975546785563,0.24,248,0,1.0,0.691,69145.606
2038,39.954394401188964,2.699690933333333,42.65408533452229,0.21,248,0,1.0,0.691,69145.606
2039,39.954394401188964,2.3140208,42.26841520118896,0.18,248,0,1.0,0.691,69145.606
2040,39.954394401188964,1.9283506666666668,41.88274506785563,0.15,248,0,1.0,0.691,69145.606
2041,39.954394401188964,1.5426805333333333,41.497074934522296,0.12,248,0,1.0,0.691,69145.606
2042,39.954394401188964,1.1570104,41.11140480118896,0.09,248,0,1.0,0.691,69145.606
2043,39.954394401188964,0.7713402666666667,40.725734667855626,0.06,248,0,1.0,0.691,69145.606
2044,39.954394401188964,0.5142268444444446,40.4686212456334,0.04,248,0,1.0,0.691,69145.606
2045,39.954394401188964,0.2571134222222223,40.21150782341119,0.02,248,0,1.0,0.691,69145.606
2046,39.954394401188964,0.12855671111111114,40.08295111230007,0.01,248,0,1.0,0.691,69145.606
2047,39.954394401188964,0.06427835555555557,40.01867275674452,0.005,248,0,1.0,0.691,69145.606
2048,39.954394401188964,0.025711342222222225,39.98010574341119,0.002,248,0,1.0,0.691,69145.606
2049,39.954394401188964,0.012855671111111112,39.96725007230007,0.001,248,0,1.0,0.691,69145.606
2050,39.954394401188964,0.0,39.954394401188964,0.0,248,0,1.0,0.691,69145.606
