year,target_mt,bau_mt,heat_pump_mt,ncc_h2_mt,ncc_elec_mt,re_ppa_mt,rdh_mt,h2_consumption_kt,electricity_consumption_increase_twh,total_deployed_mt,actual_emissions_mt,shortfall_mt,cumulative_capex_musd
2025,66.19312069636608,66.19312069636608,0,0,0.0,0.0,0,0.0,0.0,0.0,66.19312069636608,0.0,0.0
2026,60.282614535017075,45.50857505990456,0,0,0.0,0.0,0,0.0,0.0,0.0,45.50857505990456,0.0,0.0
2027,54.2977552468375,45.27770371862015,0,0,0.0,0.0,0,0.0,0.0,0.0,45.27770371862015,0.0,0.0
2028,48.23854283182736,45.04683237733575,0,0,0.0,0.0,0,0.0,0.0,0.0,45.04683237733575,0.0,0.0
2029,42.10497728998665,44.81596103605135,0,0,0.0,2.7109837460646986,0,0.0,0.0,2.7109837460646986,42.10497728998665,0.0,0.0
2030,35.89705862131538,44.58508969476695,0,0,2.9221602846117927,5.765870788839776,0,0.0,15.487449508442502,8.688031073451569,35.89705862131538,0.0,2980.6034903040286
2031,34.552778687423086,44.40065799109722,0,0,4.0820085148343574,5.765870788839776,0,0.0,21.634645128622093,9.847879303674134,34.552778687423086,0.0,4135.812327605703
2032,33.160022746826066,44.216226287427496,0,0,5.290332751761654,5.765870788839776,0,0.0,28.038763584336767,11.05620354060143,33.160022746826066,0.0,5310.303485899036
2033,31.718790799524307,44.03179458375777,0,0,6.54713299539369,5.765870788839776,0,0.0,34.69980487558655,12.313003784233466,31.718790799524307,0.0,6501.750116862206
2034,30.22908284551782,43.84736288008805,0,0,7.8524092457304535,5.765870788839776,0,0.0,41.6177690023714,13.61828003457023,30.22908284551782,0.0,7707.825372173375
2035,28.690898884806604,43.662931176418326,0,0,9.206161502771945,5.765870788839776,0,0.0,48.792655964691306,14.972032291611722,28.690898884806604,0.0,8926.202403510719
2036,26.47107176890147,43.29274092228988,0,0,11.055798364548632,5.765870788839776,0,0.0,58.59573133210775,16.82166915338841,26.47107176890147,0.0,10546.484294427097
2037,24.190859093995257,42.92122382137245,0,0,12.964493938537416,5.765870788839776,0,0.0,68.7118178742483,18.730364727377193,24.190859093995257,0.0,12172.69292346554
2038,21.850584354154034,42.551033567244005,0,0,14.934578424250194,5.765870788839776,0,0.0,79.15326564852602,20.70044921308997,21.850584354154034,0.0,13803.92287763572
2039,19.45013971802245,42.18084331311557,0,0,16.96483280625334,5.765870788839776,0,0.0,89.91361387314271,22.730703595093118,19.45013971802245,0.0,15436.24740076625
2040,16.98898602882371,41.80932621219814,0,0,19.05446939453465,5.765870788839776,0,0.0,100.98868779103364,24.820340183374427,16.98898602882371,0.0,17066.16393962567
2041,15.2763053983287,41.62489450852841,0,0,20.582718321359934,5.765870788839776,0,0.0,109.08840710320764,26.34858911019971,15.276305398328702,1.7763568394002505e-15,18230.689621866535
2042,13.54858449849141,41.4391359580697,0,0,22.124680670738513,5.765870788839776,0,0.0,117.26080755491412,27.89055145957829,13.548584498491408,0.0,19377.9096098042
2043,11.805823329311846,41.25337740761098,0,0,23.681683289459354,5.765870788839776,0,0.0,125.51292143413458,29.44755407829913,11.805823329311846,0.0,20508.29351099553
2044,10.048236751780609,41.06894570394125,0,0,25.25483816332087,5.765870788839776,0,0.0,133.8506422656006,31.020708952160646,10.048236751780607,0.0,21622.08716168948
2045,8.275448759164139,40.88318715348254,0,0,26.841867605478626,5.765870788839776,0,0.0,142.26189830903672,32.6077383943184,8.275448759164135,0.0,22717.13747677833
2046,6.620359007331311,40.69742860302382,0,0,28.311198806852737,5.765870788839776,0,0.0,150.0493536763195,34.077069595692514,6.620359007331309,0.0,23704.528044101735
2047,4.965269255498483,40.51167005256511,0,0,29.780530008226847,5.765870788839776,0,0.0,157.8368090436023,35.546400797066624,4.965269255498484,8.881784197001252e-16,24665.4706498004
2048,3.3101795036656556,40.32591150210639,0,0,31.249861209600958,5.765870788839776,0,0.0,165.62426441088508,37.015731998440735,3.3101795036656583,2.6645352591003757e-15,25599.965293874335
2049,1.6550897518328274,40.14015295164768,0,0,32.719192410975076,5.765870788839776,0,0.0,173.4117197781679,38.48506319981485,1.6550897518328256,0.0,26508.011976323538
2050,0.0,39.95439440118896,0,0,34.18852361234918,5.765870788839776,0,0.0,181.19917514545065,39.95439440118896,0.0,0.0,27389.610697148
