scenario_name,constraint_type,year,target_mt,description
restructure_25pct_target,annual_path,2025,66.19312069636608,Target for restructure_25pct
restructure_25pct_target,annual_path,2026,60.282614535017075,Target for restructure_25pct
restructure_25pct_target,annual_path,2027,54.2977552468375,Target for restructure_25pct
restructure_25pct_target,annual_path,2028,48.23854283182736,Target for restructure_25pct
restructure_25pct_target,annual_path,2029,42.10497728998665,Target for restructure_25pct
restructure_25pct_target,annual_path,2030,35.89705862131538,Target for restructure_25pct
restructure_25pct_target,annual_path,2031,34.552778687423086,Target for restructure_25pct
restructure_25pct_target,annual_path,2032,33.160022746826066,Target for restructure_25pct
restructure_25pct_target,annual_path,2033,31.718790799524307,Target for restructure_25pct
restructure_25pct_target,annual_path,2034,30.22908284551782,Target for restructure_25pct
restructure_25pct_target,annual_path,2035,28.690898884806604,Target for restructure_25pct
restructure_25pct_target,annual_path,2036,26.47107176890147,Target for restructure_25pct
restructure_25pct_target,annual_path,2037,24.190859093995254,Target for restructure_25pct
restructure_25pct_target,annual_path,2038,21.850584354154034,Target for restructure_25pct
restructure_25pct_target,annual_path,2039,19.45013971802245,Target for restructure_25pct
restructure_25pct_target,annual_path,2040,16.98898602882371,Target for restructure_25pct
restructure_25pct_target,annual_path,2041,15.276305398328699,Target for restructure_25pct
restructure_25pct_target,annual_path,2042,13.54858449849141,Target for restructure_25pct
restructure_25pct_target,annual_path,2043,11.805823329311846,Target for restructure_25pct
restructure_25pct_target,annual_path,2044,10.048236751780607,Target for restructure_25pct
restructure_25pct_target,annual_path,2045,8.275448759164139,Target for restructure_25pct
restructure_25pct_target,annual_path,2046,6.620359007331311,Target for restructure_25pct
restructure_25pct_target,annual_path,2047,4.965269255498483,Target for restructure_25pct
restructure_25pct_target,annual_path,2048,3.3101795036656556,Target for restructure_25pct
restructure_25pct_target,annual_path,2049,1.6550897518328274,Target for restructure_25pct
restructure_25pct_target,annual_path,2050,0.0,Target for restructure_25pct
