year,fossil_emissions_mt,electricity_emissions_mt,total_emissions_mt,grid_ef_tco2_per_mwh,n_facilities_active,n_facilities_retired,remaining_capacity_fraction,capacity_multiplier,total_capacity_kt
2025,57.457916664485964,8.329744233038994,65.78766089752496,0.436,232,16,0.9595666859872484,1.0,96020.0
2026,39.703420415159805,5.524354198228335,45.227774613388135,0.4188,228,20,0.948274139068215,0.691,65568.98999999999
2027,39.703420415159805,5.29747050145296,45.00089091661276,0.4016,228,20,0.948274139068215,0.691,65568.98999999999
2028,39.703420415159805,5.067367276318973,44.77078769147878,0.3843999999999999,226,22,0.9379809325844942,0.691,64857.259999999995
2029,34.19683493336594,4.395465171237255,38.5923001046032,0.3671999999999999,215,33,0.8752523334599165,0.691,60519.852999999996
2030,34.19683493336594,4.177354883375621,38.37418981674156,0.35,207,41,0.8197789458957089,0.691,56684.111999999994
2031,34.19683493336594,4.009893702619208,38.20672863598515,0.3359999999999999,205,43,0.8178801990686148,0.691,56552.82199999999
2032,34.19683493336594,3.842259054551157,38.0390939879171,0.322,202,46,0.8152319469150361,0.691,56369.706999999995
2033,34.19683493336594,3.6749475842124792,37.871782517578424,0.308,200,48,0.8137829032838326,0.691,56269.511999999995
2034,34.19683493336594,3.507498098911238,37.70433303227718,0.294,198,50,0.8124837607179262,0.691,56179.68199999999
2035,34.19683493336594,3.339263108928783,37.536098042294725,0.28,197,51,0.8098255151599945,0.691,55995.876
2036,34.17161465395137,3.144799441008578,37.31641409495995,0.264,194,54,0.8023404552995024,0.691,55478.316999999995
2037,34.17161465395137,2.951792268569231,37.1234069225206,0.248,191,57,0.7910279215717626,0.691,54696.104999999996
2038,34.17161465395137,2.7608365990520114,36.932451253003386,0.232,188,60,0.7871504806827494,0.691,54427.996999999996
2039,32.49348236093955,2.4967042524901673,34.99018661342972,0.216,179,69,0.7618871544780444,0.691,52681.149
2040,32.10791778625304,2.1910993361042364,34.29901712235728,0.2,159,89,0.6692582895289109,0.691,46276.27
2041,19.485159042500992,1.4587506977633977,20.943909740264388,0.184,133,115,0.5152299482341655,0.691,35625.886999999995
2042,15.683405955367244,1.150542375996119,16.83394833136336,0.168,116,132,0.4589470949173545,0.691,31734.175
2043,15.683405955367244,1.0403411912716516,16.723747146638896,0.152,115,133,0.45489976615433814,0.691,31454.319999999996
2044,15.683405955367244,0.9308315921904251,16.61423754755767,0.136,115,133,0.45489976615433814,0.691,31454.319999999996
2045,15.625322887624575,0.8185287714820974,16.443851659106674,0.12,111,137,0.4386105170587412,0.691,30327.989999999998
2046,14.805208111645321,0.7251334436692773,15.5303415553146,0.11,101,147,0.4133471908540363,0.691,28581.141999999996
2047,13.324087757199921,0.6122529868824733,13.936340744082393,0.1,86,162,0.32646453340795073,0.691,22573.588
2048,13.324087757199921,0.5506341510020345,13.874721908201956,0.09,82,166,0.3204684907960746,0.691,22158.987999999998
2049,13.324087757199921,0.48933234074331067,13.813420097943231,0.08,80,168,0.31826994183838664,0.691,22006.967999999997
2050,13.190231569956676,0.42808934285427447,13.618320912810953,0.07,79,169,0.31637119501129257,0.691,21875.678
