year,technology,available,abatement_potential_mtco2,capex_ann_usd_per_tco2,opex_ann_usd_per_tco2,fuel_cost_diff_usd_per_tco2,total_cost_usd_per_tco2,re_price_usd_per_mwh,h2_price_usd_per_kg,electricity_consumption_mwh,fossil_fuel_replaced_gj,methodology,h2_consumption_ton_per_ton_ethylene,baseline_combustion_emissions_tco2_per_ton,ethylene_production_kt,h2_fuel_cost_per_ton_ethylene,electricity_consumption_mwh_per_ton_ethylene,electricity_cost_per_ton_ethylene,grid_ef_tco2_per_mwh,grid_price_usd_per_mwh
2025,Heat_Pump,True,2.8624758029124737,40.0,24.0,176.99072451610505,240.99072451610505,129.28818444452443,6.7307511295180715,3918623.101128673,56428172.6562529,Energy-based,,,,,,,,
2025,NCC-H2,False,26.99402384022117,68.0,68.0,596.5264422070355,732.5264422070355,,6.7307511295180715,,,Energy-based,0.2,2.2566480388079895,11962.0,1346.1502259036142,,,,
2025,NCC-Electricity,False,26.99402384022117,60.0,60.0,286.4606757924405,406.4606757924405,129.28818444452443,,,,Energy-based,,2.2566480388079895,11962.0,,5.0,646.4409222226221,0.0,
2025,RE_PPA,True,7.411908256880736,0.0,0.0,75.87612550394931,75.87612550394931,129.28818444452443,,,,Energy-based,,,,,,,0.436,100.0
2026,Heat_Pump,True,1.9779707798125195,38.4,23.04,184.07035349674922,245.51035349674922,134.45971182230542,6.5602649568863685,2707768.562879913,38991867.30547075,Energy-based,,,,,,,,
2026,NCC-H2,False,18.652870473592827,64.8,64.8,581.416760085604,711.016760085604,,6.5602649568863685,,,Energy-based,0.2,2.2566480388079895,8265.742,1312.0529913772737,,,,
2026,NCC-Electricity,False,18.652870473592827,58.8,58.800000000000004,297.9191028241381,415.51910282413814,134.45971182230542,,,,Energy-based,,2.2566480388079895,8265.742,,5.0,672.2985591115271,0.0,
2026,RE_PPA,True,5.094381990448902,0.0,0.0,83.5133183901991,83.5133183901991,134.45971182230542,,,,Energy-based,,,,,,,0.4188,103.66
2027,Heat_Pump,True,1.9779707798125195,36.8,22.08,191.43316763661917,250.31316763661917,139.83810029519762,6.389778784254665,2707768.562879913,38991867.30547075,Energy-based,,,,,,,,
2027,NCC-H2,False,18.652870473592827,61.6,61.6,566.3070779641725,689.5070779641726,,6.389778784254665,,,Energy-based,0.2,2.2566480388079895,8265.742,1277.955756850933,,,,
2027,NCC-Electricity,False,18.652870473592827,57.6,57.6,309.8358669371036,425.0358669371036,139.83810029519762,,,,Energy-based,,2.2566480388079895,8265.742,,5.0,699.1905014759881,0.0,
2027,RE_PPA,True,5.064801501992032,0.0,0.0,92.51450595903758,92.51450595903758,139.83810029519762,,,,Energy-based,,,,,,,0.4016,107.31
2028,Heat_Pump,True,1.9779707798125195,35.2,21.119999999999997,199.09049434208399,255.41049434208398,145.43162430700554,6.219292611622962,2707768.562879913,38991867.30547075,Energy-based,,,,,,,,
2028,NCC-H2,False,18.652870473592827,58.4,58.4,551.197395842741,667.997395842741,,6.219292611622962,,,Energy-based,0.2,2.2566480388079895,8265.742,1243.8585223245925,,,,
2028,NCC-Electricity,False,18.652870473592827,56.4,56.4,322.2293016145878,435.02930161458784,145.43162430700554,,,,Energy-based,,2.2566480388079895,8265.742,,5.0,727.1581215350277,0.0,
2028,RE_PPA,True,5.0325738522372525,0.0,0.0,103.05509661185869,103.05509661185869,145.43162430700554,,,,Energy-based,,,,,,,0.3843999999999999,110.97
2029,Heat_Pump,True,1.9779707798125195,33.6,20.16,207.05411411576736,260.8141141157674,151.24888927928578,6.048805516182376,2707768.562879913,38991867.30547075,Energy-based,,,,,,,,
2029,NCC-H2,False,18.652870473592827,55.2,55.2,536.0876319355043,646.4876319355043,,6.048805516182376,,,Energy-based,0.2,2.2566480388079895,8265.742,1209.761103236475,,,,
2029,NCC-Electricity,False,18.652870473592827,55.2,55.2,335.11847367917136,445.5184736791714,151.24888927928578,,,,Energy-based,,2.2566480388079895,8265.742,,5.0,756.2444463964289,0.0,
2029,RE_PPA,True,4.997327054466231,0.0,0.0,115.47569129661342,115.47569129661342,151.24888927928578,,,,Energy-based,,,,,,,0.3671999999999999,114.62
