product,process,company,location,capacity_kt,year_built,Naphtha_GJ_per_tonne,Electricity_kWh_per_tonne,LNG_GJ_per_tonne,Fuel_Gas_GJ_per_tonne,Byproduct_Gas_GJ_per_tonne,LPG_GJ_per_tonne,Fuel_Oil_GJ_per_tonne,Diesel_GJ_per_tonne
TDI,Utility,OCI,Gunsan,50,1990,0.0,3.156314199041482,0.0,0,0.0,0.0,0.0,0.0
TDI,Utility,BASF Korea,Yeosu,160,1988,0.0,3.156314199041482,0.0,0,0.0,0.0,0.0,0.0
TDI,Utility,Hanwha Solutions,Yeosu,150,1981,0.0,3.156314199041482,0.0,0,0.0,0.0,0.0,0.0
MDI,Utility,Downing Chemical,Yeosu,30,2018,0.0,3.156314199041482,0.0,0,0.0,0.0,0.0,0.0
MDI,Utility,Kumho Mitsui Chemical,Yeosu,610,1992,0.0,3.156314199041482,0.0,0,0.0,0.0,0.0,0.0
MDI,Utility,BASF Korea,Yeosu,250,1992,0.0,3.156314199041482,0.0,0,0.0,0.0,0.0,0.0
Phenol,Utility,LG Chem,Daesan,360,2013,0.0,3.156314199041482,0.0,0,0.0,0.0,0.0,0.0
Phenol,Utility,Kumho P&B Chemical,Yeosu,680,1980,0.0,3.156314199041482,0.0,0,0.0,0.0,0.0,0.0
Phenol,Utility,LG Chem,Yeosu,350,2005,0.0,3.156314199041482,0.0,0,0.0,0.0,0.0,0.0
Acetone,Utility,LG Chem,Daesan,225,2013,0.0,3.156314199041482,0.0,0,0.0,0.0,0.0,0.0
Acetone,Utility,Kumho P&B Chemical,Yeosu,420,1980,0.0,3.156314199041482,0.0,0,0.0,0.0,0.0,0.0
Acetone,Utility,LG Chem,Yeosu,210,2005,0.0,3.156314199041482,0.0,0,0.0,0.0,0.0,0.0
BPA,Utility,Samyang Innochem,Gunsan,180,2012,0.0,3.156314199041482,0.0,0,0.0,0.0,0.0,0.0
BPA,Utility,LG Chem,Daesan,165,2013,0.0,3.156314199041482,0.0,0,0.0,0.0,0.0,0.0
BPA,Utility,Kumho P&B Chemical,Yeosu,450,1991,0.0,3.156314199041482,0.0,0,0.0,0.0,0.0,0.0
BPA,Utility,LG Chem,Yeosu,330,2005,0.0,3.156314199041482,0.0,0,0.0,0.0,0.0,0.0
Epoxy Resin,Utility,Bluecube Chemical,Gumi,52,1990,0.0,3.156314199041482,0.0,0,0.0,0.0,0.0,0.0
Epoxy Resin,Utility,Kukdo Chemical,Busan/Iksan/Siheung,530,1973,0.0,3.156314199041482,0.0,0,0.0,0.0,0.0,0.0
Epoxy Resin,Utility,Kumho P&B Chemical,Yeosu,338,2019,0.0,3.156314199041482,0.0,0,0.0,0.0,0.0,0.0
Octanol,Utility,LG Chem,Naju,125,1982,0.0,3.156314199041482,0.0,0,0.0,0.0,0.0,0.0
Octanol,Utility,Hanwha Solutions,Yeosu,152,1997,0.0,3.156314199041482,0.0,0,0.0,0.0,0.0,0.0
Butanol,Utility,LG Chem,Naju,55,1982,0.0,3.156314199041482,0.0,0,0.0,0.0,0.0,0.0
Butanol,Utility,Hanwha Solutions,Yeosu,12,1997,0.0,3.156314199041482,0.0,0,0.0,0.0,0.0,0.0
PPG,Utility,Kumho Petrochemical,Yeosu,152,1997,0.0,3.156314199041482,0.0,0,0.0,0.0,0.0,0.0
PPG,Utility,PU Core,Ulsan,220,1988,0.0,3.156314199041482,0.0,0,0.0,0.0,0.0,0.0
PPG,Utility,KPX Chemical,Ulsan,298,1990,0.0,3.156314199041482,0.0,0,0.0,0.0,0.0,0.0
PPG,Utility,BASF Korea,Ulsan,119,1975,0.0,3.156314199041482,0.0,0,0.0,0.0,0.0,0.0
MMA,Utility,Lotte MCC,Daesan,90,1995,0.0,3.156314199041482,0.0,0,0.0,0.0,0.0,0.0
MMA,Utility,Lotte MCC,Yeosu,97,2009,0.0,3.156314199041482,0.0,0,0.0,0.0,0.0,0.0
MMA,Utility,Lotte Chemical,Yeosu,50,2013,0.0,3.156314199041482,0.0,0,0.0,0.0,0.0,0.0
MMA,Utility,LXMMA,Yeosu,260,2001,0.0,3.156314199041482,0.0,0,0.0,0.0,0.0,0.0
PMMA,Utility,Lotte MCC,Yeosu,110,2008,0.0,1762.1419122691325,0.0,0,0.0,0.0,0.0,0.0
PMMA,Utility,LXMMA,Yeosu,120,1991,0.0,1762.1419122691325,0.0,0,0.0,0.0,0.0,0.0
PMMA,Utility,Arkema,Jinhae,100,1999,0.0,1762.1419122691325,0.0,0,0.0,0.0,0.0,0.0
Carbon Black(CB),Utility,OCI,Gwangyang,150,1992,0.0,3.156314199041482,0.0,0,0.0,0.0,0.0,0.0
Carbon Black(CB),Utility,HD Hyundai OCI,Daesan,136,2018,0.0,3.156314199041482,0.0,0,0.0,0.0,0.0,0.0
Carbon Black(CB),Utility,Birla Carbon Korea,Yeosu,193,1996,0.0,3.156314199041482,0.0,0,0.0,0.0,0.0,0.0
Carbon Black(CB),Utility,Orion Engineered Carbons,Yeosu,170,1979,0.0,3.156314199041482,0.0,0,0.0,0.0,0.0,0.0
Carbon Black(CB),Utility,OCI,Pohang,40,1981,0.0,3.156314199041482,0.0,0,0.0,0.0,0.0,0.0
Petroleum Resin,Utility,Kolon Industries,Daesan,87,2014,0.0,3.156314199041482,0.0,0,0.0,0.0,0.0,0.0
Petroleum Resin,Utility,Kolon Industries,Yeosu,50,2004,0.0,3.156314199041482,0.0,0,0.0,0.0,0.0,0.0
Petroleum Resin,Utility,Hanwha Solutions,Yeosu,86,2019,0.0,3.156314199041482,0.0,0,0.0,0.0,0.0,0.0
Ethylene,Naphtha Cracker,S-Oil Shaheen,Onsan,1800,2026,29.0,85.4205746214702,2.027110418853413,0,1.1230576324446726,5.223457774883809,0.0,0.0
Propylene,Naphtha Cracker,S-Oil Shaheen,Onsan,770,2026,25.394594594594576,191.2697267479718,1.7752573062079895,0,1.229407787032236,4.803206853904518,0.0,0.0
Butadiene,Extraction,S-Oil Shaheen,Onsan,200,2026,29.0,400.0412585578497,1.8796842065731645,0,1.1570896819126937,4.951204824192895,0.0,0.0
Benzene,BTX Extraction,S-Oil Shaheen,Onsan,280,2026,0.0,36.59843431799011,1.1464400650544937,0,0.6351495474667186,2.954146560321256,0.0,0.0
HDPE,Polymerization,S-Oil Shaheen,Onsan,400,2026,0.0,1370.5548206537696,0.0,0,0.0,0.0,0.0,0.0
PP,Polymerization,S-Oil Shaheen,Onsan,500,2026,0.0,1370.5548206537696,0.0,0,0.0,0.0,0.0,0.0
