facility_idx,product,process,company,location,complex,region,capacity_kt,year_built,total_fossil_kt,ncc_fossil_kt,btx_fossil_kt,low_temp_fossil_kt,elec_mwh,elec_emissions_kt,total_emissions_kt
157,TPA,Utility,Samnam Petrochemical,Yeosu,Yeosu Complex,Yeosu,1500,1990,0.0,0.0,0.0,0.0,1209.0468250706965,0.0,0.0
158,TPA,Utility,Lotte Chemical,Ulsan,Ulsan Complex,Ulsan,0,1990,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159,TPA,Utility,Hanwha Impact,Ulsan,Ulsan Complex,Ulsan,1300,1995,0.0,0.0,0.0,0.0,1047.8405817279368,0.0,0.0
160,TPA,Utility,Taekwang Industrial,Ulsan,Ulsan Complex,Ulsan,1000,1980,0.0,0.0,0.0,0.0,806.0312167137977,0.0,0.0
161,TPA,Utility,Hyosung Chemical,Ulsan,Ulsan Complex,Ulsan,420,1997,0.0,0.0,0.0,0.0,338.533111019795,0.0,0.0
162,PIA,Utility,Lotte Chemical,Ulsan,Ulsan Complex,Ulsan,0,1998,0.0,0.0,0.0,0.0,0.0,0.0,0.0
163,CPLM,Utility,Caprolactam,Ulsan,Ulsan Complex,Ulsan,270,1974,0.0,0.0,0.0,0.0,217.62842851272538,0.0,0.0
164,DMT,Utility,SK Chemical,Ulsan,Ulsan Complex,Ulsan,160,1989,0.0,0.0,0.0,0.0,128.96499467420762,0.0,0.0
165,EG,Utility,Lotte Chemical,Daesan,Daesan Complex,Daesan,730,2005,0.0,0.0,0.0,0.0,588.4027882010722,0.0,0.0
166,EG,Utility,LG Chem,Daesan,Daesan Complex,Daesan,0,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0
167,EG,Utility,Hanwha TotalEnergies,Daesan,Daesan Complex,Daesan,218,1991,0.0,0.0,0.0,0.0,175.71480524360788,0.0,0.0
168,EG,Utility,Lotte Chemical,Yeosu,Yeosu Complex,Yeosu,400,1979,0.0,0.0,0.0,0.0,322.41248668551907,0.0,0.0
169,EG,Utility,Daehan Oil Chemical,Ulsan,Ulsan Complex,Ulsan,200,2014,0.0,0.0,0.0,0.0,161.20624334275954,0.0,0.0
170,AN,Utility,Dongseo Petrochemical,Ulsan,Ulsan Complex,Ulsan,602,1972,0.0,0.0,0.0,0.0,693.9270377750809,0.0,0.0
171,AN,Utility,Taekwang Industrial,Ulsan,Ulsan Complex,Ulsan,290,1997,0.0,0.0,0.0,0.0,334.28378896141766,0.0,0.0
172,SBR,Utility,LG Chem,Daesan,Daesan Complex,Daesan,80,1996,0.0,0.0,0.0,0.0,64.48249733710381,0.0,0.0
173,SBR,Utility,Kumho Petrochemical,Ulsan,Ulsan Complex,Ulsan,183,1973,0.0,0.0,0.0,0.0,147.50371265862498,0.0,0.0
174,S-SBR,Utility,LG Chem,Daesan,Daesan Complex,Daesan,80,2012,0.0,0.0,0.0,0.0,64.48249733710381,0.0,0.0
175,S-SBR,Utility,Kumho Petrochemical,Yeosu,Yeosu Complex,Yeosu,123,2012,0.0,0.0,0.0,0.0,99.14183965579711,0.0,0.0
176,S-SBR,Utility,Lotte Versalis Elastomers,Yeosu,Yeosu Complex,Yeosu,100,2018,0.0,0.0,0.0,0.0,80.60312167137977,0.0,0.0
177,SB-Latex,Utility,LG Chem,Daesan,Daesan Complex,Daesan,20,1996,0.0,0.0,0.0,0.0,16.120624334275952,0.0,0.0
178,SB-Latex,Utility,Kumho Petrochemical,Ulsan,Ulsan Complex,Ulsan,85,1983,0.0,0.0,0.0,0.0,68.51265342067279,0.0,0.0
179,SB-Latex,Utility,Korea Trinseo,Ulsan,Ulsan Complex,Ulsan,43,1990,0.0,0.0,0.0,0.0,34.6593423186933,0.0,0.0
180,SB-Latex,Utility,Hansol Chemical,Jeonju,Other Regions,Other,60,1996,0.0,0.0,0.0,0.0,48.361873002827856,0.0,0.0
181,BR,Utility,LG Chem,Daesan,Daesan Complex,Daesan,220,1996,0.0,0.0,0.0,0.0,177.32686767703547,0.0,0.0
182,BR,Utility,Kumho Petrochemical,Yeosu,Yeosu Complex,Yeosu,275,1980,0.0,0.0,0.0,0.0,221.65858459629436,0.0,0.0
183,NBR,Utility,LG Chem,Daesan,Daesan Complex,Daesan,65,1996,0.0,0.0,0.0,0.0,52.392029086396846,0.0,0.0
184,NBR,Utility,Kumho Petrochemical,Ulsan,Ulsan Complex,Ulsan,92,1987,0.0,0.0,0.0,0.0,74.15487193766938,0.0,0.0
185,NB-Latex,Utility,LG Chem,Yeosu,Yeosu Complex,Yeosu,205,2008,0.0,0.0,0.0,0.0,165.23639942632852,0.0,0.0
186,NB-Latex,Utility,Kumho Petrochemical,Ulsan,Ulsan Complex,Ulsan,946,2012,0.0,0.0,0.0,0.0,762.5055310112525,0.0,0.0
187,NB-Latex,Utility,Hansol Chemical,Jeonju,Other Regions,Other,28,2021,0.0,0.0,0.0,0.0,22.568874067986332,0.0,0.0
188,EPDM,Utility,Kumho Polychem,Yeosu,Yeosu Complex,Yeosu,310,1987,0.0,0.0,0.0,0.0,249.86967718127727,0.0,0.0
189,EPDM,Utility,Lotte Versalis Elastomers,Yeosu,Yeosu Complex,Yeosu,96,2018,0.0,0.0,0.0,0.0,77.37899680452458,0.0,0.0
190,Acetic Acid,Utility,Lotte INEOS Chemical,Ulsan,Ulsan Complex,Ulsan,710,1991,0.0,0.0,0.0,0.0,572.2821638667963,0.0,0.0
191,Vinyl Acetate,Utility,Lotte INEOS Chemical,Ulsan,Ulsan Complex,Ulsan,460,1996,0.0,0.0,0.0,0.0,370.7743596883469,0.0,0.0
192,Ethanol,Utility,Korea Alcohol Industrial,Ulsan,Ulsan Complex,Ulsan,70,1974,0.0,0.0,0.0,0.0,56.422185169965836,0.0,0.0
193,Ethyl Acetate,Utility,Korea Alcohol Industrial,Ulsan,Ulsan Complex,Ulsan,123,1989,0.0,0.0,0.0,0.0,99.14183965579711,0.0,0.0
194,Alkylbenzene,Utility,ISU Chemical,Ulsan,Ulsan Complex,Ulsan,180,1973,0.0,0.0,0.0,0.0,145.08561900848358,0.0,0.0
195,PA,Utility,LG Chem,Yeosu,Yeosu Complex,Yeosu,0,1992,0.0,0.0,0.0,0.0,0.0,0.0,0.0
196,PA,Utility,Aekyung Chemical,Ulsan,Ulsan Complex,Ulsan,210,1972,0.0,0.0,0.0,0.0,169.2665555098975,0.0,0.0
197,PA,Utility,Hanwha Solutions,Ulsan,Ulsan Complex,Ulsan,0,1997,0.0,0.0,0.0,0.0,0.0,0.0,0.0
198,PA,Utility,OCI,Pohang,Other Regions,Other,60,1983,0.0,0.0,0.0,0.0,48.361873002827856,0.0,0.0
199,MA,Utility,Aekyung Chemical,Ulsan,Ulsan Complex,Ulsan,8,1988,0.0,0.0,0.0,0.0,6.448249733710381,0.0,0.0
200,MA,Utility,Yongsan Chemical,Ulsan,Ulsan Complex,Ulsan,38,1976,0.0,0.0,0.0,0.0,30.629186235124312,0.0,0.0
201,MA,Utility,Korea PTG,Ulsan,Ulsan Complex,Ulsan,30,1992,0.0,0.0,0.0,0.0,24.180936501413928,0.0,0.0
202,MA,Utility,Hanwha Solutions,Ulsan,Ulsan Complex,Ulsan,0,1998,0.0,0.0,0.0,0.0,0.0,0.0,0.0
203,TDI,Utility,OCI,Gunsan,Other Regions,Other,50,1990,0.0,0.0,0.0,0.0,40.301560835689884,0.0,0.0
204,TDI,Utility,BASF Korea,Yeosu,Yeosu Complex,Yeosu,160,1988,0.0,0.0,0.0,0.0,128.96499467420762,0.0,0.0
205,TDI,Utility,Hanwha Solutions,Yeosu,Yeosu Complex,Yeosu,150,1981,0.0,0.0,0.0,0.0,120.90468250706965,0.0,0.0
206,MDI,Utility,Downing Chemical,Yeosu,Yeosu Complex,Yeosu,30,2018,0.0,0.0,0.0,0.0,24.180936501413928,0.0,0.0
207,MDI,Utility,Kumho Mitsui Chemical,Yeosu,Yeosu Complex,Yeosu,610,1992,0.0,0.0,0.0,0.0,491.67904219541657,0.0,0.0
208,MDI,Utility,BASF Korea,Yeosu,Yeosu Complex,Yeosu,250,1992,0.0,0.0,0.0,0.0,201.50780417844942,0.0,0.0
209,Phenol,Utility,LG Chem,Daesan,Daesan Complex,Daesan,360,2013,0.0,0.0,0.0,0.0,290.17123801696715,0.0,0.0
210,Phenol,Utility,Kumho P&B Chemical,Yeosu,Yeosu Complex,Yeosu,680,1980,0.0,0.0,0.0,0.0,548.1012273653823,0.0,0.0
211,Phenol,Utility,LG Chem,Yeosu,Yeosu Complex,Yeosu,350,2005,0.0,0.0,0.0,0.0,282.1109258498292,0.0,0.0
212,Acetone,Utility,LG Chem,Daesan,Daesan Complex,Daesan,225,2013,0.0,0.0,0.0,0.0,181.35702376060448,0.0,0.0
213,Acetone,Utility,Kumho P&B Chemical,Yeosu,Yeosu Complex,Yeosu,420,1980,0.0,0.0,0.0,0.0,338.533111019795,0.0,0.0
214,Acetone,Utility,LG Chem,Yeosu,Yeosu Complex,Yeosu,210,2005,0.0,0.0,0.0,0.0,169.2665555098975,0.0,0.0
215,BPA,Utility,Samyang Innochem,Gunsan,Other Regions,Other,180,2012,0.0,0.0,0.0,0.0,145.08561900848358,0.0,0.0
216,BPA,Utility,LG Chem,Daesan,Daesan Complex,Daesan,165,2013,0.0,0.0,0.0,0.0,132.9951507577766,0.0,0.0
217,BPA,Utility,Kumho P&B Chemical,Yeosu,Yeosu Complex,Yeosu,450,1991,0.0,0.0,0.0,0.0,362.71404752120895,0.0,0.0
218,BPA,Utility,LG Chem,Yeosu,Yeosu Complex,Yeosu,330,2005,0.0,0.0,0.0,0.0,265.9903015155532,0.0,0.0
219,Epoxy Resin,Utility,Bluecube Chemical,Gumi,Other Regions,Other,52,1990,0.0,0.0,0.0,0.0,41.91362326911747,0.0,0.0
220,Epoxy Resin,Utility,Kolon Industries,Gimcheon,Other Regions,Other,0,2007,0.0,0.0,0.0,0.0,0.0,0.0,0.0
221,Epoxy Resin,Utility,Kukdo Chemical,Busan/Iksan/Siheung,Other Regions,Other,530,1973,0.0,0.0,0.0,0.0,427.19654485831273,0.0,0.0
222,Epoxy Resin,Utility,Kumho P&B Chemical,Yeosu,Yeosu Complex,Yeosu,338,2019,0.0,0.0,0.0,0.0,272.4385512492636,0.0,0.0
223,Octanol,Utility,LG Chem,Naju,Other Regions,Other,125,1982,0.0,0.0,0.0,0.0,100.75390208922471,0.0,0.0
224,Octanol,Utility,LG Chem,Yeosu,Yeosu Complex,Yeosu,0,1996,0.0,0.0,0.0,0.0,0.0,0.0,0.0
225,Octanol,Utility,Hanwha Solutions,Yeosu,Yeosu Complex,Yeosu,152,1997,0.0,0.0,0.0,0.0,122.51674494049725,0.0,0.0
226,Butanol,Utility,LG Chem,Naju,Other Regions,Other,55,1982,0.0,0.0,0.0,0.0,44.33171691925887,0.0,0.0
227,Butanol,Utility,Hanwha Solutions,Yeosu,Yeosu Complex,Yeosu,12,1997,0.0,0.0,0.0,0.0,9.672374600565572,0.0,0.0
228,PPG,Utility,Kumho Petrochemical,Yeosu,Yeosu Complex,Yeosu,152,1997,0.0,0.0,0.0,0.0,122.51674494049725,0.0,0.0
229,PPG,Utility,PU Core,Ulsan,Ulsan Complex,Ulsan,220,1988,0.0,0.0,0.0,0.0,177.32686767703547,0.0,0.0
230,PPG,Utility,KPX Chemical,Ulsan,Ulsan Complex,Ulsan,298,1990,0.0,0.0,0.0,0.0,240.1973025807117,0.0,0.0
231,PPG,Utility,BASF Korea,Ulsan,Ulsan Complex,Ulsan,119,1975,0.0,0.0,0.0,0.0,95.91771478894191,0.0,0.0
232,MMA,Utility,Lotte MCC,Daesan,Daesan Complex,Daesan,90,1995,0.0,0.0,0.0,0.0,72.54280950424179,0.0,0.0
233,MMA,Utility,Lotte MCC,Yeosu,Yeosu Complex,Yeosu,97,2009,0.0,0.0,0.0,0.0,78.18502802123837,0.0,0.0
234,MMA,Utility,Lotte Chemical,Yeosu,Yeosu Complex,Yeosu,50,2013,0.0,0.0,0.0,0.0,40.301560835689884,0.0,0.0
235,MMA,Utility,LXMMA,Yeosu,Yeosu Complex,Yeosu,260,2001,0.0,0.0,0.0,0.0,209.56811634558738,0.0,0.0
236,PMMA,Utility,Lotte MCC,Yeosu,Yeosu Complex,Yeosu,110,2008,0.0,0.0,0.0,0.0,125.41811363138999,0.0,0.0
237,PMMA,Utility,LXMMA,Yeosu,Yeosu Complex,Yeosu,120,1991,0.0,0.0,0.0,0.0,136.8197603251527,0.0,0.0
238,PMMA,Utility,Arkema,Jinhae,Other Regions,Other,100,1999,0.0,0.0,0.0,0.0,114.01646693762727,0.0,0.0
239,Carbon Black(CB),Utility,OCI,Gwangyang,Other Regions,Other,150,1992,0.0,0.0,0.0,0.0,120.90468250706965,0.0,0.0
240,Carbon Black(CB),Utility,HD Hyundai OCI,Daesan,Daesan Complex,Daesan,136,2018,0.0,0.0,0.0,0.0,109.62024547307648,0.0,0.0
241,Carbon Black(CB),Utility,Birla Carbon Korea,Yeosu,Yeosu Complex,Yeosu,193,1996,0.0,0.0,0.0,0.0,155.56402482576294,0.0,0.0
242,Carbon Black(CB),Utility,Orion Engineered Carbons,Yeosu,Yeosu Complex,Yeosu,170,1979,0.0,0.0,0.0,0.0,137.02530684134558,0.0,0.0
243,Carbon Black(CB),Utility,OCI,Pohang,Other Regions,Other,40,1981,0.0,0.0,0.0,0.0,32.241248668551904,0.0,0.0
244,Petroleum Resin,Utility,Kolon Industries,Daesan,Daesan Complex,Daesan,87,2014,0.0,0.0,0.0,0.0,70.12471585410039,0.0,0.0
245,Petroleum Resin,Utility,Kolon Industries,Yeosu,Yeosu Complex,Yeosu,50,2004,0.0,0.0,0.0,0.0,40.301560835689884,0.0,0.0
246,Petroleum Resin,Utility,Hanwha Solutions,Yeosu,Yeosu Complex,Yeosu,86,2019,0.0,0.0,0.0,0.0,69.3186846373866,0.0,0.0
247,Petroleum Resin,Utility,Kolon Industries,Ulsan,Ulsan Complex,Ulsan,0,1978,0.0,0.0,0.0,0.0,0.0,0.0,0.0
248,Ethylene,Naphtha Cracker,S-Oil Shaheen,Onsan,Ulsan Complex,Ulsan,1800,2026,3882.6899999999996,3300.2864999999997,0.0,582.4034999999999,39240.0,0.0,3882.6899999999996
249,Propylene,Naphtha Cracker,S-Oil Shaheen,Onsan,Ulsan Complex,Ulsan,770,2026,1473.0639,1252.104315,0.0,220.959585,37576.0,0.0,1473.0639
250,Butadiene,Naphtha Cracker,S-Oil Shaheen,Onsan,Ulsan Complex,Ulsan,200,2026,346.92,294.882,0.0,52.038000000000004,20000.0,0.0,346.92
251,Benzene,BTX Plant,S-Oil Shaheen,Onsan,Ulsan Complex,Ulsan,280,2026,92.13399999999999,0.0,73.70719999999999,18.426799999999997,2604.0,0.0,92.13399999999999
252,HDPE,Utility,S-Oil Shaheen,Onsan,Ulsan Complex,Ulsan,400,2026,0.0,0.0,0.0,0.0,80000.0,0.0,0.0
253,PP,Utility,S-Oil Shaheen,Onsan,Ulsan Complex,Ulsan,500,2026,0.0,0.0,0.0,0.0,700.0,0.0,0.0
