year,target_mt,bau_mt,heat_pump_mt,ncc_h2_mt,ncc_elec_mt,re_ppa_mt,h2_consumption_kt,electricity_consumption_increase_twh,total_deployed_mt,actual_emissions_mt,shortfall_mt,cumulative_capex_musd
2025,52.0,52.008315837837834,0.008315837837834295,0.0,0.0,0.0,0.0,3.866864594592947e-05,0.008315837837834295,52.0,0.0,7.484254054050866
2026,49.4,52.63737248651651,0.8212813559193112,0.0,0.0,2.4160911305972017,0.0,0.0038189583050247974,3.237372486516513,49.4,0.0,709.8864616764469
2027,46.8,53.26196406852853,0.8334185188146704,0.0,0.0,5.628545549713859,0.0,0.0038753961124882177,6.46196406852853,46.8,0.0,719.9360325538044
2028,44.2,53.93365239304504,0.8463648259030537,0.0,0.0,7.493693246055073,0.0,0.0039355964404492,8.340058071958126,45.59359432108691,1.3935943210869084,730.1895077678039
2029,41.6,54.54916500616817,0.858501988798413,0.0,0.0,7.581810086014163,0.0,0.00399203424791262,8.440312074812576,46.10885293135559,4.508852931355591,739.3652029166955
2030,39.0,55.21147669068469,0.8714482958867962,0.0,7.664287107880615,7.675741286917279,0.0,40.62477390634314,16.21147669068469,39.0,0.0,10313.716854655338
2031,36.4,55.766795032414414,0.8827763145891315,0.0,10.729991128430742,7.754027589394542,0.0,56.873057890545766,19.366795032414416,36.4,0.0,14047.11264955689
2032,33.8,56.31794597858858,0.8941043332914669,0.0,13.869814055902577,7.754027589394542,0.0,73.51417208143346,22.517945978588585,33.8,0.0,17767.387643791983
2033,31.2,56.8649295292072,0.9054323519938022,0.0,17.005469587818858,7.754027589394542,0.0,90.13319907587672,25.664929529207203,31.2,0.0,21379.681703738697
2034,28.6,57.458414480108104,0.9175695148891614,0.0,20.186817375824397,7.754027589394542,0.0,106.99439879011355,28.858414480108102,28.6,0.0,24940.475794939477
2035,26.0,58.047434364342344,0.9297066777845208,1.212048036532721,21.839753082,8.065926568025098,0.6778792150630432,115.7550144706517,32.04743436434234,26.000000000000007,7.105427357601002e-15,27939.8320692253
2036,24.613333333333333,58.430504683002994,0.9386072639077842,2.7146997475314256,22.048836879999996,8.115027458230463,1.5182884494023636,116.86319998777715,33.81717134966967,24.613333333333323,0.0,29604.00739484269
2037,23.226666666666667,58.86052290861261,0.9483169942240716,4.239328458198925,22.276928296,8.169282493522942,2.3709890705810546,118.07212964282314,35.633856241945935,23.226666666666674,7.105427357601002e-15,31252.649755814542
2038,21.84,59.23689562727328,0.9572175803473352,5.739067522942865,22.486012094,8.214598429983086,3.209769308133594,119.1803151599486,37.39689562727329,21.83999999999999,0.0,32802.81652173373
2039,20.453333333333333,59.65991858177178,0.9669273106636226,7.260805330677094,22.714103509999997,8.264749097097727,4.060853093219851,120.38924481499458,39.206585248438444,20.453333333333333,0.0,34334.86326218955
2040,19.066666666666666,60.07936948293693,0.97663704097991,8.781262051752208,22.942194926,8.312608797538143,4.911220386886022,121.59817447004055,41.01270281627026,19.06666666666667,3.552713678800501e-15,35808.88878433055
2041,17.68,60.39599443687087,0.9847284829101496,10.254700962463156,23.132271105999997,8.344293885497565,5.735291366030848,122.60561584924552,42.715994436870865,17.680000000000007,7.105427357601002e-15,37184.59504442879
2042,16.293333333333333,60.660164568300296,0.992010780647365,11.70484757972422,23.303339667999996,8.36663320659539,6.546335335416231,123.51231309053,44.36683123496697,16.293333333333322,0.0,38500.84494138955
2043,14.906666666666666,60.97098493556757,1.0001022225776046,13.17768873888033,23.493415848,8.393111459442967,7.3700720016109225,124.51975446973499,46.064318268900905,14.906666666666666,0.0,39828.99969395906
2044,13.52,61.27882859172372,1.0081936645078442,14.650489560587683,23.683492028,8.416653338628196,8.193786107711231,125.52719584893995,47.75882859172372,13.520000000000003,3.552713678800501e-15,41133.59087014282
2045,12.133333333333333,61.583695536768765,1.0162851064380836,16.123493055080402,23.873568208,8.437015833916952,9.01761356548121,126.53463722814493,49.45036220343544,12.133333333333326,0.0,42414.80407339716
2046,10.746666666666666,61.690054694018016,1.0211399715962273,17.497618305838163,23.987613916,8.437015833916952,9.78613999207951,127.13910205566792,50.94338802735134,10.746666666666677,1.0658141036401503e-14,43534.91770878248
2047,9.36,61.84336175821621,1.0268039809473948,18.898874701351872,24.120667241999996,8.437015833916952,10.569840436997692,127.8443110211114,52.48336175821621,9.36,0.0,44669.652709494854
2048,7.973333333333333,61.94600002657657,1.0316588461055387,20.269279063220754,24.23471295,8.437015833916952,11.33628582954181,128.44877584863437,53.97266669324325,7.973333333333322,0.0,45745.35979406658
2049,6.586666666666666,62.09528853077478,1.0373228554567064,21.66651689873445,24.367766276,8.437015833916952,12.11773875768146,129.15398481407786,55.508621864108115,6.586666666666666,0.0,46834.12996564289
2050,5.2,62.19420591024625,1.04217772061485,23.033200371714436,24.481811984,8.437015833916952,12.882103116171386,129.75844964160083,56.99420591024624,5.20000000000001,9.769962616701378e-15,47865.63529712543
