year,actual_emissions_mt,abatement_heat_pump_mt,abatement_ncc_h2_mt,abatement_ncc_elec_mt,abatement_re_ppa_mt,electricity_twh,hydrogen_kt,cumulative_capex_musd,cumulative_capex_usd_bn
2030,39.0,0.8714482958867962,0.0,7.664287107880615,7.675741286917279,40.62477390634314,0.0,10313.716854655338,10.313716854655338
2035,26.000000000000007,0.9297066777845208,1.212048036532721,21.839753082,8.065926568025098,115.7550144706517,0.6778792150630432,27939.8320692253,27.9398320692253
2050,5.20000000000001,1.04217772061485,23.033200371714436,24.481811984,8.437015833916952,129.75844964160083,12.882103116171386,47865.63529712543,47.86563529712543
