year,fossil_emissions_mt,electricity_emissions_mt,total_emissions_mt,grid_ef_tco2_per_mwh,n_facilities_active,n_facilities_retired,remaining_capacity_fraction,capacity_multiplier,total_capacity_kt
2025,40.47478448745625,5.8604,46.33518448745625,0.436,248,0,1.0,1.0,100066.0
2026,41.08190625476809,5.713648056880735,46.79555431164883,0.4188,248,0,1.0,1.015,101566.98999999999
2027,41.68902802207994,5.559960411009176,47.24898843308912,0.4016,248,0,1.0,1.03,103067.98
2028,42.33662457387924,5.404503892110092,47.741128465989334,0.3843999999999999,248,0,1.0,1.046,104669.03600000001
2029,42.94374634119109,5.236713650642201,48.18045999183329,0.3671999999999999,248,0,1.0,1.061,106170.026
2030,43.59134289299038,5.0666921559633025,48.658035048953685,0.35,248,0,1.0,1.077,107771.082
2031,44.15798987581478,4.927252271559633,49.08524214737441,0.3359999999999999,248,0,1.0,1.091,109172.006
2032,44.72463685863916,4.7825434036697265,49.507180262308886,0.322,248,0,1.0,1.105,110572.93
2033,45.291283841463546,4.6325655522935785,49.92384939375712,0.308,248,0,1.0,1.119,111973.854
2034,45.898405608775384,4.481270455045872,50.37967606382126,0.294,248,0,1.0,1.134,113474.84399999998
2035,46.50552737608724,4.3243300183486255,50.82985739443586,0.28,248,0,1.0,1.149,114975.834
2036,46.95075000544926,4.116258935779818,51.067008941229076,0.264,248,0,1.0,1.16,116076.56
2037,47.43644741929872,3.906789959633028,51.34323737893175,0.248,248,0,1.0,1.172,117277.352
2038,47.88167004866075,3.6890411522935787,51.57071120095433,0.232,248,0,1.0,1.183,118378.07800000001
2039,48.36736746251023,3.46946433027523,51.83683179278546,0.216,248,0,1.0,1.195,119578.87000000001
2040,48.853064876359696,3.2447260550458723,52.09779093140557,0.2,248,0,1.0,1.207,120779.66200000001
2041,49.25781272123427,3.009879933944955,52.26769265517922,0.184,248,0,1.0,1.217,121780.32200000001
2042,49.622085781621365,2.7684744660550464,52.39056024767642,0.168,248,0,1.0,1.226,122680.916
2043,50.02683362649593,2.5252409834862393,52.55207460998217,0.152,248,0,1.0,1.236,123681.576
2044,50.4315814713705,2.2777062899082576,52.70928776127876,0.136,248,0,1.0,1.246,124682.236
2045,50.836329316245056,2.0258703853211015,52.86219970156616,0.12,248,0,1.0,1.256,125682.896
2046,51.079178023169796,1.8659191009174314,52.945097124087226,0.11,248,0,1.0,1.262,126283.292
2047,51.362501514581986,1.7056989908256883,53.068200505407674,0.1,248,0,1.0,1.269,126983.75399999999
2048,51.60535022150672,1.5423873853211008,53.147737606827825,0.09,248,0,1.0,1.275,127584.15
2049,51.88867371291892,1.3785381284403675,53.26721184135929,0.08,248,0,1.0,1.282,128284.61200000001
2050,52.131522419843655,1.2118662018348625,53.34338862167852,0.07,248,0,1.0,1.288,128885.008
