year,technology,available,abatement_potential_mtco2,capex_ann_usd_per_tco2,opex_ann_usd_per_tco2,fuel_cost_diff_usd_per_tco2,total_cost_usd_per_tco2,re_price_usd_per_mwh,h2_price_usd_per_kg,electricity_consumption_mwh,fossil_fuel_replaced_gj,methodology,grid_ef_tco2_per_mwh,grid_price_usd_per_mwh,h2_consumption_ton_per_ton_ethylene,baseline_combustion_emissions_tco2_per_ton,ncc_capacity_kt,h2_fuel_cost_per_ton_ethylene,electricity_consumption_mwh_per_ton_ethylene,electricity_cost_per_ton_ethylene,source
2025,Heat_Pump,True,1.349887285876806,40.0,24.0,290.2926149558753,354.2926149558753,,6.7307511295180715,3918623.101128673,56428172.6562529,Energy-based,0.436,100.0,,,,,,,
2025,NCC-H2,False,52.20802417148216,68.0,68.0,806.0294208085579,942.0294208085579,,8.197530580998745,,,Energy-based (Dynamic LCOH),,,0.2,2.0340524475584276,25667.0,1639.506116199749,,,
2025,NCC-Electricity,False,52.20802417148216,60.0,60.0,317.8093676977586,437.8093676977586,129.28818444452443,,,,Energy-based,0.0,,,2.0340524475584276,25667.0,,5.0,646.4409222226221,
2025,RE_PPA,True,8.924496773916404,0.0,0.0,75.8761255039493,75.8761255039493,129.28818444452443,,,,Energy-based,0.436,100.0,,,,,,,
2025,RDH,False,2.038937971979272,36.0,27.0,712.4823347998939,775.4823347998939,129.28818444452443,,11236195.272053545,37618781.77083527,Energy-based,0.0,,,,,,,,Coolbrook (2024)
2026,Heat_Pump,True,1.3747689751197323,40.0,24.0,286.6069453660694,350.6069453660694,,6.5602649568863685,3801064.408094813,54735327.47656531,Energy-based,0.4188,103.66,,,,,,,
2026,NCC-H2,False,50.64178344633769,68.0,68.0,834.6504244366532,970.6504244366532,,8.488613693405275,,,Energy-based (Dynamic LCOH),,,0.2,2.0340524475584276,24896.989999999998,1697.722738681055,,,
2026,NCC-Electricity,False,50.64178344633769,60.0,60.0,330.52174240566893,450.52174240566893,134.45971182230542,,,,Energy-based,0.0,,,2.0340524475584276,24896.989999999998,,5.0,672.2985591115271,
2026,RE_PPA,True,8.553135781976618,0.0,0.0,83.5133183901991,83.5133183901991,134.45971182230542,,,,Energy-based,0.4188,103.66,,,,,,,
2026,RDH,True,1.9777698328198938,36.0,27.0,740.9816281918896,803.9816281918896,134.45971182230542,,10899109.413891938,36490218.31771021,Energy-based,0.0,,,,,,,,Coolbrook (2024)
2027,Heat_Pump,True,1.4015453970045169,40.0,24.0,283.22951858108104,347.22951858108104,,6.389778784254665,3699180.2074654675,53268194.98750273,Energy-based,0.4016,107.31,,,,,,,
2027,NCC-H2,False,49.284374817879154,68.0,68.0,864.4162682098723,1000.4162682098723,,8.791340130308065,,,Energy-based (Dynamic LCOH),,,0.2,2.0340524475584276,24229.647999999997,1758.268026061613,,,
2027,NCC-Electricity,False,49.284374817879154,60.0,60.0,343.74261210189565,463.74261210189565,139.83810029519762,,,,Energy-based,0.0,,,2.0340524475584276,24229.647999999997,,5.0,699.1905014759881,
2027,RE_PPA,True,8.21983960158231,0.0,0.0,92.51450595903759,92.51450595903759,139.83810029519762,,,,Energy-based,0.4016,107.31,,,,,,,
2027,RDH,True,1.9247574455484326,36.0,27.0,770.620893319565,833.620893319565,139.83810029519762,,10606968.336818544,35512129.99166849,Energy-based,0.0,,,,,,,,Coolbrook (2024)
2028,Heat_Pump,True,1.423264914149757,40.0,24.0,280.17067259139554,344.17067259139554,,6.219292611622962,3593377.3837349936,51744634.32578391,Energy-based,0.3843999999999999,110.97,,,,,,,
2028,NCC-H2,False,47.87475816524914,68.0,68.0,895.3727457340203,1031.3727457340203,,9.10617562468697,,,Energy-based (Dynamic LCOH),,,0.2,2.0340524475584276,23536.639,1821.2351249373937,,,
2028,NCC-Electricity,False,47.87475816524914,60.0,60.0,357.49231658597154,477.49231658597154,145.43162430700554,,,,Energy-based,0.0,,,2.0340524475584276,23536.639,,5.0,727.1581215350277,
2028,RE_PPA,True,7.8801640693374235,0.0,0.0,103.05509661185867,103.05509661185867,145.43162430700554,,,,Energy-based,0.3843999999999999,110.97,,,,,,,
2028,RDH,True,1.8697061203049925,36.0,27.0,801.4457290523477,864.4457290523477,145.43162430700554,,10303591.0644731,34496422.88385595,Energy-based,0.0,,,,,,,,Coolbrook (2024)
2029,Heat_Pump,True,1.4429643027139027,40.0,24.0,277.3422377080913,341.3422377080913,,6.048805516182376,3491493.183105648,50277501.83672133,Energy-based,0.3671999999999999,114.62,,,,,,,
2029,NCC-H2,False,46.51734953679061,68.0,68.0,927.567482359134,1063.567482359134,,9.433604538841026,,,Energy-based (Dynamic LCOH),,,0.2,2.0340524475584276,22869.297,1886.7209077682053,,,
2029,NCC-Electricity,False,46.51734953679061,60.0,60.0,371.79200924941046,491.79200924941046,151.24888927928578,,,,Energy-based,0.0,,,2.0340524475584276,22869.297,,5.0,756.2444463964289,
2029,RE_PPA,True,7.551233049445818,0.0,0.0,115.47569129661342,115.47569129661342,151.24888927928578,,,,Energy-based,0.3671999999999999,114.62,,,,,,,
2029,RDH,True,1.8166937330335313,36.0,27.0,833.5035582144419,896.5035582144419,151.24888927928578,,10011449.98739971,33518334.55781423,Energy-based,0.0,,,,,,,,Coolbrook (2024)
2030,Heat_Pump,True,1.4760277635021382,40.0,24.0,274.7630551942016,338.7630551942016,,5.8783193435506735,3428795.213487589,49374651.07422128,Energy-based,0.35,118.28,,,,,,,
2030,NCC-H2,True,45.68202115004689,68.0,68.0,942.9491424280174,1078.9491424280172,,9.590040055394145,,,Energy-based (Dynamic LCOH),,,0.2,2.0340524475584276,22458.625,1918.008011078829,,,
2030,NCC-Electricity,True,45.68202115004689,60.0,60.0,386.6636896193868,506.6636896193868,157.2988448504572,,,,Energy-based,0.0,,,2.0340524475584276,22458.625,,5.0,786.4942242522859,
2030,RE_PPA,True,7.307638564046279,0.0,0.0,130.06281616819064,130.06281616819064,157.2988448504572,,,,Energy-based,0.35,118.28,,,,,,,
2030,RDH,True,1.7840707254818629,36.0,27.0,866.8437005430193,929.8437005430193,157.2988448504572,,9831670.863046851,32916434.049480863,Energy-based,0.0,,,,,,,,Coolbrook (2024)
2031,Heat_Pump,True,1.4787454069952328,40.0,24.0,274.3205543556514,338.3205543556514,,5.705731935093315,3326911.012858243,47907518.585158706,Energy-based,0.3359999999999999,121.93,,,,,,,
2031,NCC-H2,True,44.32461252158836,68.0,68.0,977.7709695617403,1113.7709695617405,,9.944187168943174,,,Energy-based (Dynamic LCOH),,,0.2,2.0340524475584276,21791.283,1988.8374337886348,,,
2031,NCC-Electricity,True,44.32461252158836,60.0,60.0,402.1302372041623,522.1302372041623,163.59079864447548,,,,Energy-based,0.0,,,2.0340524475584276,21791.283,,5.0,817.9539932223774,
2031,RE_PPA,True,7.001612049677459,0.0,0.0,145.66712812753667,145.66712812753667,163.59079864447548,,,,Energy-based,0.3359999999999999,121.93,,,,,,,
2031,RDH,True,1.731058338210402,36.0,27.0,901.5174485647402,964.5174485647402,163.59079864447548,,9539529.78597346,31938345.723439146,Energy-based,0.0,,,,,,,,Coolbrook (2024)
2032,Heat_Pump,True,1.4786102928707054,40.0,24.0,273.92688885011336,337.92688885011336,,5.533144526635955,3225026.812228898,46440386.096096136,Energy-based,0.322,125.59,,,,,,,
2032,NCC-H2,True,42.96720389312982,68.0,68.0,1013.9856697808123,1149.9856697808123,,10.312500167034164,,,Energy-based (Dynamic LCOH),,,0.2,2.0340524475584276,21123.941,2062.5000334068327,,,
2032,NCC-Electricity,True,42.96720389312982,60.0,60.0,418.21544669232884,538.2154466923289,170.1344305902545,,,,Energy-based,0.0,,,2.0340524475584276,21123.941,,5.0,850.6721529512726,
2032,RE_PPA,True,6.697463292926262,0.0,0.0,163.7662889347592,163.7662889347592,170.1344305902545,,,,Energy-based,0.322,125.59,,,,,,,
2032,RDH,True,1.6780459509389407,36.0,27.0,937.5781465073296,1000.5781465073296,170.1344305902545,,9247388.708900066,30960257.39739743,Energy-based,0.0,,,,,,,,Coolbrook (2024)
2033,Heat_Pump,True,1.4756224211285573,40.0,24.0,273.53538774128,337.53538774128,,5.360557118178597,3123142.611599553,44973253.607033566,Energy-based,0.308,129.24,,,,,,,
2033,NCC-H2,True,41.60979526467129,68.0,68.0,1051.6489580086475,1187.6489580086475,,10.695545685048796,,,Energy-based (Dynamic LCOH),,,0.2,2.0340524475584276,20456.599000000002,2139.1091370097593,,,
2033,NCC-Electricity,True,41.60979526467129,60.0,60.0,434.944064560022,554.9440645600221,176.93980781386472,,,,Energy-based,0.0,,,2.0340524475584276,20456.599000000002,,5.0,884.6990390693236,
2033,RE_PPA,True,6.395059339247231,0.0,0.0,184.88297602273144,184.88297602273144,176.93980781386472,,,,Energy-based,0.308,129.24,,,,,,,
2033,RDH,True,1.6250335636674798,36.0,27.0,975.0812723676233,1038.0812723676233,176.93980781386472,,8955247.631826676,29982169.071355715,Energy-based,0.0,,,,,,,,Coolbrook (2024)
2034,Heat_Pump,True,1.4697817917687868,40.0,24.0,273.18697582634434,337.18697582634434,,5.187969709721238,3021258.4109702073,43506121.11797099,Energy-based,0.294,132.9,,,,,,,
2034,NCC-H2,True,40.25238663621274,68.0,68.0,1090.8187777655955,1226.8187777655955,,11.093913023784012,,,Energy-based (Dynamic LCOH),,,0.2,2.0340524475584276,19789.257,2218.7826047568024,,,
2034,NCC-Electricity,True,40.25238663621274,60.0,60.0,452.34182714242286,572.3418271424229,184.0174001264193,,,,Energy-based,0.0,,,2.0340524475584276,19789.257,,5.0,920.0870006320964,
2034,RE_PPA,True,6.094241909419589,0.0,0.0,209.4975415017184,209.4975415017184,184.0174001264193,,,,Energy-based,0.294,132.9,,,,,,,
2034,RDH,True,1.5720211763960188,36.0,27.0,1014.0845232623278,1077.0845232623278,184.0174001264193,,8663106.554753283,29004080.745313995,Energy-based,0.0,,,,,,,,Coolbrook (2024)
2035,Heat_Pump,True,1.482661522177576,40.0,24.0,272.83807544757036,336.83807544757036,,5.015382301263879,2962479.0644532773,42659698.52812719,Energy-based,0.28,136.55,,,,,,,
2035,NCC-H2,True,39.469266273640514,68.0,68.0,1131.5553903128218,1267.5553903128218,,11.508215056068636,,,Energy-based (Dynamic LCOH),,,0.2,2.0340524475584276,19404.252,2301.6430112137273,,,
2035,NCC-Electricity,True,39.469266273640514,60.0,60.0,470.4355002281198,590.4355002281197,191.37809613147607,,,,Energy-based,0.0,,,2.0340524475584276,19404.252,,5.0,956.8904806573803,
2035,RE_PPA,True,5.880382184824255,0.0,0.0,238.38302665859155,238.38302665859155,191.37809613147607,,,,Energy-based,0.28,136.55,,,,,,,
2035,RDH,True,1.5414371068163295,36.0,27.0,1054.6479041928212,1117.6479041928212,191.37809613147607,,8494563.62567248,28439799.018751465,Energy-based,0.0,,,,,,,,Coolbrook (2024)
2036,Heat_Pump,True,1.4774400352677846,40.0,24.0,271.47227385377937,335.47227385377937,,4.8448961286321754,2860594.8638239317,41192566.039064616,Energy-based,0.264,140.21,,,,,,,
