facility_id,company,location,product,process,total_emissions_kt,tech_heat_pump_pct,tech_ncc_h2_pct,tech_ncc_elec_pct,tech_re_ppa_pct,abatement_mt,emissions_2050_kt
1,Lotte Chemical,Daesan,Ethylene,Naphtha Cracker,2482.312842688789,0.0,0.0,49.59356311930287,0.0,0.8574627876201228,1624.8500550686658
2,HD Hyundai Chemical,Daesan,Ethylene,Naphtha Cracker,1918.150832986791,0.0,0.0,49.59356311930287,0.0,0.6625848813428222,1255.565951643969
3,LG Chem,Daesan,Ethylene,Naphtha Cracker,2933.6424504503866,0.0,0.0,49.59356311930288,0.0,1.0133651126419634,1920.2773378084232
4,Hanwha TotalEnergies,Daesan,Ethylene,Naphtha Cracker,3441.3882591821844,0.0,0.0,49.59356311930288,0.0,1.1887552282915341,2252.63303089065
5,Lotte Chemical,Yeosu,Ethylene,Naphtha Cracker,2775.6770877338267,0.0,0.0,49.59356311930288,0.0,0.9587992988843193,1816.8777888495074
6,LG Chem,Yeosu,Ethylene,Naphtha Cracker,2324.347479972229,0.0,0.0,49.593563119302885,0.0,0.8028969738624788,1521.4505061097502
7,Yeochon NCC,Yeosu,Ethylene,Naphtha Cracker,5156.440768676257,0.0,0.0,49.59356311930288,0.0,1.7811840633745282,3375.2567053017287
8,GS Caltex,Yeosu,Ethylene,Naphtha Cracker,2030.9832349271903,0.0,0.0,49.59356311930287,0.0,0.7015604625982823,1329.422772328908
9,Daehan Oil Chemical,Onsan,Ethylene,Naphtha Cracker,2030.9832349271903,0.0,0.0,49.59356311930287,0.0,0.7015604625982823,1329.422772328908
10,S-Oil,Onsan,Ethylene,Naphtha Cracker,410.7099430630541,0.0,0.0,49.59356311930287,0.0,0.14187111576987485,268.83882729317924
11,SK Geocentric,Ulsan,Ethylene,Naphtha Cracker,1489.387705613273,0.0,0.0,49.59356311930287,0.0,0.5144776725720737,974.9100330411994
12,Lotte Chemical,Daesan,Propylene,Naphtha Cracker,1173.7433875505797,0.0,0.0,49.59356311930287,0.0,0.3754296529579995,798.3137345925802
13,HDHyundai Oilbank,Daesan,Propylene,Naphtha Cracker,896.3131323113518,0.0,0.0,49.59356311930287,0.0,0.2866917349861087,609.621397325243
14,HD Hyundai Chemical,Daesan,Propylene,Naphtha Cracker,962.4695777914752,0.0,0.0,49.59356311930287,0.0,0.3078523154255595,654.6172623659156
15,LG Chem,Daesan,Propylene,Naphtha Cracker,1451.1736427898074,0.0,0.0,49.59356311930288,0.0,0.4641675709298903,987.0060718599171
16,Hanwha TotalEnergies,Daesan,Propylene,Naphtha Cracker,2270.6599351887576,0.0,0.0,49.59356311930287,0.0,0.7262857286314753,1544.3742065572824
17,Lotte Chemical,Yeosu,Propylene,Naphtha Cracker,1367.944566218039,0.0,0.0,49.59356311930287,0.0,0.437546195538323,930.398370679716
18,LG Chem,Yeosu,Propylene,Naphtha Cracker,2774.3025523922793,0.0,0.0,49.59356311930288,0.0,0.887379179718908,1886.9233726733712
19,Yeochon NCC,Yeosu,Propylene,Naphtha Cracker,2750.8276846412673,0.0,0.0,49.59356311930288,0.0,0.8798705866597478,1870.9570979815194
20,GS Caltex,Yeosu,Propylene,Naphtha Cracker,2070.056519861931,0.0,0.0,49.59356311930287,0.0,0.6621213879441081,1407.935131917823
21,Daehan Oil Chemical,Onsan,Propylene,Naphtha Cracker,1195.0841764151355,0.0,0.0,49.59356311930288,0.0,0.38225564664814493,812.8285297669906
22,S-Oil,Onsan,Propylene,Naphtha Cracker,1792.6262646227035,0.0,0.0,49.59356311930287,0.0,0.5733834699722175,1219.242794650486
23,SK Advanced,Ulsan,Propylene,Naphtha Cracker,1280.4473318733594,0.0,0.0,49.59356311930288,0.0,0.4095596214087267,870.8877104646327
24,SK Energy,Ulsan,Propylene,Naphtha Cracker,1323.1289096024714,0.0,0.0,49.59356311930287,0.0,0.4232116087890176,899.9173008134537
25,SK Geocentric,Ulsan,Propylene,Naphtha Cracker,810.9499768531277,0.0,0.0,49.59356311930288,0.0,0.2593877602255269,551.5622166276008
26,Taekwang Industrial,Ulsan,Propylene,Naphtha Cracker,640.2236659366797,0.0,0.0,49.59356311930288,0.0,0.20477981070436335,435.44385523231637
27,Hyosung Chemical,Ulsan,Propylene,Naphtha Cracker,1067.0394432277994,0.0,0.0,49.59356311930288,0.0,0.3412996845072722,725.7397587205272
28,Lotte Chemical,Daesan,Butadiene,Naphtha Cracker,491.50568679729133,0.0,0.0,49.59356311930288,0.0,0.1481072087707485,343.3984780265428
29,HD Hyundai Chemical,Daesan,Butadiene,Naphtha Cracker,421.6601418313603,0.0,0.0,49.59356311930288,0.0,0.12706039489280002,294.5997469385603
30,LG Chem,Daesan,Butadiene,Naphtha Cracker,517.3744071550435,0.0,0.0,49.593563119302885,0.0,0.15590232502184057,361.47208213320295
31,Hanwha TotalEnergies,Daesan,Butadiene,Naphtha Cracker,388.0308053662826,0.0,0.0,49.59356311930288,0.0,0.1169267437663804,271.1040615999022
32,Kumho Petrochemical,Yeosu,Butadiene,Naphtha Cracker,380.2701892589569,0.0,0.0,49.59356311930287,0.0,0.11458820889105278,265.68198036790415
33,Lotte GS Chemical,Yeosu,Butadiene,Naphtha Cracker,336.2933646507783,0.0,0.0,49.59356311930287,0.0,0.10133651126419635,234.95685338658194
34,Lotte Chemical,Yeosu,Butadiene,Naphtha Cracker,413.8995257240348,0.0,0.0,49.59356311930288,0.0,0.12472186001747242,289.1776657065624
35,LG Chem,Yeosu,Butadiene,Naphtha Cracker,791.5828429472166,0.0,0.0,49.59356311930287,0.0,0.238530557283416,553.0522856638006
36,Yeochon NCC,Yeosu,Butadiene,Naphtha Cracker,977.837629523032,0.0,0.0,49.59356311930288,0.0,0.2946553942912786,683.1822352317533
37,Kumho Petrochemical,Ulsan,Butadiene,Naphtha Cracker,232.8184832197696,0.0,0.0,49.59356311930288,0.0,0.07015604625982823,162.66243695994137
38,Daehan Oil Chemical,Ulsan,Butadiene,Naphtha Cracker,377.6833172231817,0.0,0.0,49.59356311930288,0.0,0.11380869726594359,263.8746199572381
39,SK Geocentric,Ulsan,Butadiene,Naphtha Cracker,336.2933646507783,0.0,0.0,49.59356311930287,0.0,0.10133651126419635,234.95685338658194
40,OCI,Gwangyang,Benzene,BTX Plant,74.77198669147916,36.26518743241866,0.0,0.0,125.48836508824817,0.03241001753355169,42.36196915792747
