scenario,emissions_2030_mt,emissions_2050_mt,cumulative_2025_2050_mt,total_heat_pump_2050_mt,total_ncc_h2_2050_mt,total_ncc_elec_2050_mt,total_re_ppa_2050_mt,reduction_2030_pct,reduction_2050_pct
Policy_Target,48.658035048953685,-7.105427357601002e-15,808.304592886345,3.5859251030661916,40.875238141848335,0,6.256073268854693,6.426855675089066,100.00000000000003
