year,target_mt,bau_mt,heat_pump_mt,ncc_h2_mt,ncc_elec_mt,re_ppa_mt,h2_consumption_kt,electricity_consumption_increase_twh,total_deployed_mt,actual_emissions_mt,shortfall_mt,cumulative_capex_musd
2025,66.2,46.33518448745625,0.0,0.0,0,0.0,0.0,0.0,0.0,46.33518448745625,0,0.0
2026,63.620000000000005,46.79555431164883,0.0,0.0,0,0.0,0.0,0.0,0.0,46.79555431164883,0,0.0
2027,61.04,47.24898843308912,0.0,0.0,0,0.0,0.0,0.0,0.0,47.24898843308912,0,0.0
2028,58.46,47.741128465989334,0.0,0.0,0,0.0,0.0,0.0,0.0,47.741128465989334,0,0.0
2029,55.879999999999995,48.18045999183329,0.0,0.0,0,0.0,0.0,0.0,0.0,48.18045999183329,0,0.0
2030,53.3,48.658035048953685,0.0,0.0,0,0.0,0.0,0.0,0.0,48.658035048953685,0,0.0
2031,51.339999999999996,49.08524214737441,0.0,0.0,0,0.0,0.0,0.0,0.0,49.08524214737441,0,0.0
2032,49.379999999999995,49.507180262308886,0.0,0.0,0,0.12718026230889024,0.0,0.0,0.12718026230889024,49.379999999999995,0,0.0
2033,47.42,49.92384939375712,0.0,0.0,0,2.503849393757122,0.0,0.0,2.503849393757122,47.42,0,0.0
2034,45.46,50.37967606382126,0.0,0.0,0,4.919676063821257,0.0,0.0,4.919676063821257,45.46,0,0.0
2035,43.5,50.82985739443586,1.0737841255811693,0.0,0,6.256073268854693,0.0,0.004993096183952437,7.329857394435862,43.5,0,601.3191103254547
2036,40.18,51.06700894122907,2.3477129327542876,0.0,0,6.256073268854693,0.0,0.010916865137307438,10.88700894122907,40.18,0,2412.202234745627
2037,36.86,51.34323737893175,2.4454816386579035,3.3920471682594444,0,6.256073268854693,333.52602803640434,0.011371489619759253,14.483237378931747,36.86,0,5348.785975454354
2038,33.54,51.57071120095433,2.5426058094338466,6.81996850181431,0,6.256073268854693,670.5794149999083,0.011823117013867387,18.03071120095433,33.54,0,8173.124283062651
2039,30.22,51.83683179278546,2.6433213199095116,10.280906327506028,0,6.256073268854693,1010.8791776580492,0.01229144413757923,21.61683179278546,30.22,0,10923.842237314482
2040,26.9,52.09779093140557,2.74554158165601,13.735177948715886,0,6.256073268854693,1350.5234798840013,0.012766768354700446,25.19779093140557,26.9,0,13567.272990064517
2041,24.2,52.26769265517922,2.844591834058619,16.485640040367134,0,6.256073268854693,1620.9650896815028,0.013227352028372578,28.06769265517922,24.2,0,15645.926032322173
2042,21.5,52.39056024767642,2.94249596757661,19.192253057598528,0,6.256073268854693,1887.095200582062,0.013682606249231238,30.89056024767642,21.5,0,17656.439228810155
2043,18.8,52.55207460998217,3.0439914407943234,21.931882566966777,0,6.256073268854693,2156.471687177259,0.014154560199693604,33.752074609982174,18.799999999999997,0,19658.417621293385
2044,16.1,52.70928776127876,3.1467408734043985,24.665956905933495,0,6.256073268854693,2425.3019567456336,0.014632345061330454,36.60928776127876,16.1,0,21622.147883340072
2045,13.4,52.86219970156616,3.2507442654068344,27.394476074498673,0,6.256073268854693,2693.586009287184,0.015115960834141781,39.46219970156616,13.399999999999999,0,23547.747719825893
2046,10.72,52.945097124087226,3.315726322058079,30.080157812536616,0,6.256073268854693,2957.658033709337,0.015418127397570069,42.22509712408723,10.719999999999999,0,25389.651621542624
2047,8.04,53.068200505407674,3.3838451581293145,32.800869791981974,0,6.256073268854693,3225.1744374983505,0.015734879985301313,45.028200505407675,8.04,0,27222.91517995685
2048,5.359999999999999,53.147737606827825,3.449806870555842,35.48221155314372,0,6.256073268854693,3488.8197298682985,0.016041601948084665,47.787737606827825,5.359999999999999,0,28994.59005722828
2049,2.6799999999999997,53.26721184135929,3.5189837348643827,38.19823635756279,0,6.256073268854693,3755.875263040931,0.01636327436711938,50.58721184135929,2.6799999999999997,0,30756.533289561638
2050,0.0,53.34338862167852,3.5859251030661916,40.875238141848335,0,6.256073268854693,4019.093823358673,0.016674551729257792,53.34338862167853,-7.105427357601002e-15,0,32458.163056256017
