facility_id,company,location,product,process,total_emissions_kt,tech_heat_pump_pct,tech_ncc_h2_pct,tech_ncc_elec_pct,tech_re_ppa_pct,abatement_mt,emissions_2050_kt
1,Lotte Chemical,Daesan,Ethylene,Naphtha Cracker,2482.312842688789,0.0,0.0,43.062428178844755,0.0,0.7445407707265901,1737.7720719621989
2,HD Hyundai Chemical,Daesan,Ethylene,Naphtha Cracker,1918.150832986791,0.0,0.0,43.062428178844755,0.0,0.5753269591978196,1342.8238737889715
3,LG Chem,Daesan,Ethylene,Naphtha Cracker,2933.6424504503866,0.0,0.0,43.06242817884476,0.0,0.8799118199496064,2053.73063050078
4,Hanwha TotalEnergies,Daesan,Ethylene,Naphtha Cracker,3441.3882591821844,0.0,0.0,43.06242817884476,0.0,1.0322042503255,2409.184008856684
5,Lotte Chemical,Yeosu,Ethylene,Naphtha Cracker,2775.6770877338267,0.0,0.0,43.062428178844755,0.0,0.8325319527215508,1943.1451350122761
6,LG Chem,Yeosu,Ethylene,Naphtha Cracker,2324.347479972229,0.0,0.0,43.06242817884476,0.0,0.6971609034985344,1627.1865764736945
7,Yeochon NCC,Yeosu,Ethylene,Naphtha Cracker,5156.440768676257,0.0,0.0,43.062428178844755,0.0,1.5466142373729623,3609.8265313032944
8,GS Caltex,Yeosu,Ethylene,Naphtha Cracker,2030.9832349271903,0.0,0.0,43.062428178844755,0.0,0.6091697215035737,1421.8135134236165
9,Daehan Oil Chemical,Onsan,Ethylene,Naphtha Cracker,2030.9832349271903,0.0,0.0,43.062428178844755,0.0,0.6091697215035737,1421.8135134236165
10,S-Oil,Onsan,Ethylene,Naphtha Cracker,410.7099430630541,0.0,0.0,43.062428178844755,0.0,0.1231876547929449,287.5222882701092
11,SK Geocentric,Ulsan,Ethylene,Naphtha Cracker,1489.387705613273,0.0,0.0,43.062428178844755,0.0,0.44672446243595404,1042.6632431773191
12,Lotte Chemical,Daesan,Propylene,Naphtha Cracker,1173.7433875505797,0.0,0.0,43.062428178844755,0.0,0.32598812123704735,847.7552663135323
13,HDHyundai Oilbank,Daesan,Propylene,Naphtha Cracker,896.3131323113518,0.0,0.0,43.062428178844755,0.0,0.2489363834901089,647.3767488212428
14,HD Hyundai Chemical,Daesan,Propylene,Naphtha Cracker,962.4695777914752,0.0,0.0,43.062428178844755,0.0,0.26731025941437875,695.1593183770965
15,LG Chem,Daesan,Propylene,Naphtha Cracker,1451.1736427898074,0.0,0.0,43.06242817884476,0.0,0.4030398589839858,1048.1337838058216
16,Hanwha TotalEnergies,Daesan,Propylene,Naphtha Cracker,2270.6599351887576,0.0,0.0,43.062428178844755,0.0,0.6306388381749424,1640.021097013815
17,Lotte Chemical,Yeosu,Propylene,Naphtha Cracker,1367.944566218039,0.0,0.0,43.062428178844755,0.0,0.37992433765990424,988.0202285581347
18,LG Chem,Yeosu,Propylene,Naphtha Cracker,2774.3025523922793,0.0,0.0,43.062428178844755,0.0,0.7705173774693846,2003.7851749228946
19,Yeochon NCC,Yeosu,Propylene,Naphtha Cracker,2750.8276846412673,0.0,0.0,43.062428178844755,0.0,0.7639976150446436,1986.8300695966236
20,GS Caltex,Yeosu,Propylene,Naphtha Cracker,2070.056519861931,0.0,0.0,43.062428178844755,0.0,0.5749245047271562,1495.132015134775
21,Daehan Oil Chemical,Onsan,Propylene,Naphtha Cracker,1195.0841764151355,0.0,0.0,43.06242817884476,0.0,0.33191517798681186,863.1689984283237
22,S-Oil,Onsan,Propylene,Naphtha Cracker,1792.6262646227035,0.0,0.0,43.062428178844755,0.0,0.4978727669802178,1294.7534976424856
23,SK Advanced,Ulsan,Propylene,Naphtha Cracker,1280.4473318733594,0.0,0.0,43.062428178844755,0.0,0.3556234049858698,924.8239268874896
24,SK Energy,Ulsan,Propylene,Naphtha Cracker,1323.1289096024714,0.0,0.0,43.06242817884476,0.0,0.36747751848539884,955.6513911170725
25,SK Geocentric,Ulsan,Propylene,Naphtha Cracker,810.9499768531277,0.0,0.0,43.06242817884476,0.0,0.22522815649105088,585.7218203620769
26,Taekwang Industrial,Ulsan,Propylene,Naphtha Cracker,640.2236659366797,0.0,0.0,43.062428178844755,0.0,0.1778117024929349,462.4119634437448
27,Hyosung Chemical,Ulsan,Propylene,Naphtha Cracker,1067.0394432277994,0.0,0.0,43.062428178844755,0.0,0.2963528374882248,770.6866057395746
28,Lotte Chemical,Daesan,Butadiene,Naphtha Cracker,491.50568679729133,0.0,0.0,43.062428178844755,0.0,0.12860249676186555,362.9031900354258
29,HD Hyundai Chemical,Daesan,Butadiene,Naphtha Cracker,421.6601418313603,0.0,0.0,43.062428178844755,0.0,0.11032740511675834,311.332736714602
30,LG Chem,Daesan,Butadiene,Naphtha Cracker,517.3744071550435,0.0,0.0,43.06242817884476,0.0,0.1353710492230164,382.00335793202714
31,Hanwha TotalEnergies,Daesan,Butadiene,Naphtha Cracker,388.0308053662826,0.0,0.0,43.06242817884476,0.0,0.1015282869172623,286.5025184490203
32,Kumho Petrochemical,Yeosu,Butadiene,Naphtha Cracker,380.2701892589569,0.0,0.0,43.062428178844755,0.0,0.09949772117891705,280.77246808003986
33,Lotte GS Chemical,Yeosu,Butadiene,Naphtha Cracker,336.2933646507783,0.0,0.0,43.062428178844755,0.0,0.08799118199496066,248.30218265581766
34,Lotte Chemical,Yeosu,Butadiene,Naphtha Cracker,413.8995257240348,0.0,0.0,43.062428178844755,0.0,0.1082968393784131,305.6026863456217
35,LG Chem,Yeosu,Butadiene,Naphtha Cracker,791.5828429472166,0.0,0.0,43.062428178844755,0.0,0.20711770531121504,584.4651376360016
36,Yeochon NCC,Yeosu,Butadiene,Naphtha Cracker,977.837629523032,0.0,0.0,43.06242817884476,0.0,0.255851283031501,721.986346491531
37,Kumho Petrochemical,Ulsan,Butadiene,Naphtha Cracker,232.8184832197696,0.0,0.0,43.062428178844755,0.0,0.060916972150357365,171.90151106941224
38,Daehan Oil Chemical,Ulsan,Butadiene,Naphtha Cracker,377.6833172231817,0.0,0.0,43.06242817884476,0.0,0.09882086593280197,278.86245129037974
39,SK Geocentric,Ulsan,Butadiene,Naphtha Cracker,336.2933646507783,0.0,0.0,43.062428178844755,0.0,0.08799118199496066,248.30218265581766
40,OCI,Gwangyang,Benzene,BTX Plant,74.77198669147916,38.875769705908866,0.0,0.0,143.35486672325703,0.03548608430080759,39.285902390671566
41,Lotte Chemical,Daesan,Benzene,BTX Plant,89.72638402977498,38.875769705908866,0.0,0.0,143.35486672325703,0.0425833011609691,47.14308286880588
42,HD Hyundai Chemical,Daesan,Benzene,BTX Plant,153.28257271753228,38.875769705908866,0.0,0.0,143.35486672325703,0.07274647281665556,80.53609990087672
43,HDHyundai Oilbank,Daesan,Benzene,BTX Plant,126.36465750859978,38.875769705908866,0.0,0.0,143.35486672325703,0.05997148246836483,66.39317504023495
44,LG Chem,Daesan,Benzene,BTX Plant,100.94218203349686,38.875769705908866,0.0,0.0,143.35486672325703,0.04790621380609024,53.03596822740662
45,Hanwha TotalEnergies,Daesan,Benzene,BTX Plant,473.68053569052046,38.87576970590887,0.0,0.0,143.35486672325706,0.2248043440456161,248.87619164490434
46,Lotte Chemical,Yeosu,Benzene,BTX Plant,87.85708436248801,38.875769705908866,0.0,0.0,143.354866723257,0.041696149053448914,46.1609353090391
