scenario,emissions_2030_mt,emissions_2050_mt,cumulative_2025_2050_mt,total_heat_pump_2050_mt,total_ncc_h2_2050_mt,total_ncc_elec_2050_mt,total_re_ppa_2050_mt,reduction_2030_pct,reduction_2050_pct
Policy_Target,44.59835816265685,15.56294768795598,844.9542340518449,1.9779707798125197,18.652870473592827,0,4.689398212121212,14.233926610275288,70.0712544462385
